external_id,created_at,company_size,industry,country,job_title,lead_source,website_visits,pricing_page_visits,demo_request,email_opens,email_clicks,sales_calls,days_since_contact,number_of_employees,previous_interactions,campaign_engagement,deal_amount,historical_call,converted,true_p0_converted
L-20154,2024-06-14,2000.0,2.0,0.0,2.0,2.0,23.0,6.0,1.0,5.0,1.0,2.0,0.0,2000.0,5.0,0.5976,8000.0,1.0,1,0.9895
L-20155,2025-12-23,600.0,0.0,4.0,0.0,4.0,9.0,2.0,1.0,4.0,2.0,4.0,26.0,600.0,6.0,0.2115,8000.0,1.0,1,0.8138
L-20156,2025-05-04,80.0,0.0,1.0,1.0,1.0,18.0,2.0,1.0,9.0,6.0,3.0,4.0,80.0,6.0,0.1512,60000.0,1.0,1,0.951
L-20157,2025-10-25,200.0,0.0,7.0,3.0,0.0,17.0,0.0,0.0,13.0,10.0,3.0,32.0,200.0,0.0,0.4349,15000.0,0.0,1,0.6707
L-20158,2026-03-30,8.0,2.0,7.0,4.0,2.0,1.0,5.0,0.0,4.0,4.0,5.0,21.0,8.0,9.0,0.2797,8000.0,1.0,0,0.7412
L-20159,2025-01-30,80.0,5.0,3.0,1.0,2.0,25.0,7.0,0.0,1.0,0.0,4.0,20.0,80.0,9.0,0.2883,15000.0,1.0,1,0.9548
L-20160,2025-06-01,600.0,2.0,0.0,0.0,4.0,6.0,2.0,1.0,5.0,4.0,3.0,5.0,600.0,5.0,0.1902,28000.0,1.0,0,0.8625
L-20161,2024-09-04,80.0,4.0,1.0,4.0,0.0,6.0,0.0,0.0,11.0,9.0,5.0,28.0,80.0,4.0,0.4346,4000.0,0.0,0,0.5749
L-20162,2026-05-24,2000.0,2.0,5.0,2.0,2.0,14.0,5.0,0.0,10.0,8.0,2.0,38.0,2000.0,11.0,0.449,4000.0,1.0,1,0.8372
L-20163,2026-03-14,80.0,4.0,0.0,0.0,0.0,13.0,4.0,0.0,5.0,3.0,2.0,4.0,80.0,11.0,0.5035,15000.0,1.0,0,0.8283
L-20164,2026-04-24,2000.0,0.0,4.0,2.0,4.0,9.0,6.0,0.0,4.0,2.0,4.0,37.0,2000.0,3.0,0.067,28000.0,1.0,1,0.7415
L-20165,2024-06-04,2000.0,3.0,0.0,0.0,1.0,11.0,4.0,0.0,8.0,4.0,0.0,24.0,2000.0,6.0,0.7328,28000.0,1.0,1,0.6776
L-20166,2025-12-29,25.0,2.0,2.0,4.0,1.0,14.0,4.0,0.0,4.0,4.0,3.0,9.0,25.0,4.0,0.028,28000.0,0.0,1,0.8037
L-20167,2025-04-27,200.0,1.0,5.0,2.0,0.0,21.0,0.0,0.0,1.0,0.0,3.0,4.0,200.0,4.0,0.3126,60000.0,0.0,0,0.6367
L-20168,2026-05-18,2000.0,3.0,3.0,3.0,2.0,27.0,3.0,0.0,7.0,6.0,3.0,12.0,2000.0,10.0,0.9129,8000.0,1.0,1,0.9603
L-20169,2024-11-04,600.0,2.0,5.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,3.0,36.0,600.0,9.0,0.1998,8000.0,1.0,1,0.3485
L-20170,2025-03-08,80.0,5.0,0.0,1.0,0.0,5.0,7.0,0.0,10.0,6.0,0.0,19.0,80.0,6.0,0.3918,8000.0,1.0,1,0.7847
L-20171,2025-12-13,200.0,5.0,7.0,4.0,1.0,20.0,0.0,0.0,10.0,10.0,2.0,0.0,200.0,0.0,0.7399,60000.0,1.0,1,0.8739
L-20172,2025-03-18,600.0,3.0,2.0,4.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,29.0,600.0,7.0,0.4495,8000.0,0.0,1,0.2869
L-20173,2024-12-02,200.0,5.0,5.0,3.0,0.0,17.0,3.0,0.0,2.0,2.0,0.0,20.0,200.0,3.0,0.4553,60000.0,1.0,1,0.6057
L-20174,2026-04-02,200.0,4.0,5.0,3.0,3.0,13.0,2.0,0.0,1.0,0.0,5.0,8.0,200.0,2.0,0.1798,15000.0,1.0,1,0.7071
L-20175,2025-03-01,600.0,2.0,4.0,0.0,0.0,7.0,3.0,0.0,9.0,7.0,5.0,15.0,600.0,6.0,0.2532,8000.0,1.0,1,0.815
L-20176,2025-03-08,2000.0,3.0,7.0,2.0,2.0,24.0,3.0,0.0,10.0,10.0,0.0,27.0,2000.0,2.0,0.621,28000.0,1.0,1,0.8768
L-20177,2026-04-02,600.0,3.0,6.0,2.0,3.0,2.0,4.0,0.0,7.0,6.0,3.0,24.0,600.0,5.0,0.2657,8000.0,1.0,0,0.635
L-20178,2025-07-21,200.0,0.0,5.0,1.0,0.0,26.0,1.0,0.0,13.0,13.0,2.0,25.0,200.0,7.0,0.0909,60000.0,1.0,1,0.8571
L-20179,2024-10-21,25.0,3.0,2.0,4.0,2.0,18.0,1.0,0.0,3.0,0.0,5.0,17.0,25.0,2.0,0.7738,15000.0,1.0,0,0.756
L-20180,2026-01-11,25.0,3.0,4.0,4.0,1.0,29.0,1.0,0.0,4.0,1.0,1.0,0.0,25.0,11.0,0.3147,8000.0,1.0,0,0.7734
L-20181,2026-01-25,2000.0,3.0,5.0,4.0,2.0,21.0,3.0,0.0,2.0,0.0,4.0,22.0,2000.0,9.0,0.1545,8000.0,0.0,0,0.7777
L-20182,2025-06-27,2000.0,0.0,2.0,3.0,0.0,22.0,4.0,1.0,10.0,10.0,2.0,17.0,2000.0,7.0,0.6799,60000.0,1.0,1,0.9879
L-20183,2026-05-23,25.0,2.0,0.0,4.0,1.0,4.0,5.0,0.0,8.0,5.0,5.0,27.0,25.0,6.0,0.126,8000.0,1.0,1,0.7554
L-20184,2026-01-05,80.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,13.0,13.0,5.0,4.0,80.0,5.0,0.3444,28000.0,1.0,1,0.8101
L-20185,2026-04-28,200.0,3.0,3.0,2.0,4.0,11.0,2.0,1.0,9.0,6.0,0.0,13.0,200.0,5.0,0.4591,8000.0,1.0,1,0.8446
L-20186,2025-08-19,200.0,4.0,0.0,2.0,3.0,8.0,4.0,0.0,1.0,0.0,1.0,2.0,200.0,11.0,0.4127,8000.0,1.0,1,0.639
L-20187,2024-10-28,80.0,3.0,6.0,0.0,0.0,14.0,2.0,0.0,6.0,5.0,3.0,6.0,80.0,1.0,0.5685,15000.0,0.0,1,0.8088
L-20188,2026-04-28,600.0,4.0,5.0,0.0,3.0,10.0,7.0,0.0,3.0,2.0,0.0,2.0,600.0,11.0,0.7931,8000.0,1.0,1,0.8955
L-20189,2025-01-02,25.0,2.0,0.0,2.0,3.0,22.0,6.0,0.0,10.0,10.0,0.0,18.0,25.0,8.0,0.4693,4000.0,1.0,1,0.9451
L-20190,2024-11-29,2000.0,0.0,7.0,3.0,2.0,16.0,7.0,0.0,12.0,9.0,1.0,10.0,2000.0,7.0,0.5792,4000.0,1.0,1,0.9653
L-20191,2025-10-12,2000.0,0.0,6.0,0.0,4.0,19.0,1.0,1.0,9.0,6.0,0.0,29.0,2000.0,2.0,0.168,4000.0,1.0,1,0.7883
L-20192,2024-06-24,25.0,3.0,5.0,2.0,3.0,2.0,6.0,0.0,8.0,4.0,1.0,15.0,25.0,1.0,0.4347,28000.0,0.0,0,0.6975
L-20193,2025-11-18,600.0,3.0,5.0,2.0,3.0,28.0,5.0,0.0,11.0,8.0,0.0,14.0,600.0,0.0,0.5503,28000.0,1.0,1,0.9539
L-20194,2024-12-17,200.0,2.0,2.0,3.0,4.0,22.0,6.0,0.0,1.0,0.0,5.0,16.0,200.0,6.0,0.5403,28000.0,1.0,1,0.9563
L-20195,2024-12-20,25.0,5.0,7.0,4.0,4.0,12.0,0.0,1.0,7.0,6.0,4.0,28.0,25.0,0.0,0.7467,15000.0,1.0,0,0.8601
L-20196,2025-01-03,200.0,1.0,4.0,4.0,0.0,9.0,1.0,0.0,3.0,3.0,2.0,13.0,200.0,7.0,0.7725,8000.0,1.0,1,0.5511
L-20197,2025-06-27,600.0,1.0,7.0,4.0,4.0,3.0,2.0,0.0,13.0,9.0,4.0,3.0,600.0,2.0,0.764,60000.0,1.0,0,0.8351
L-20198,2025-07-26,200.0,1.0,7.0,3.0,4.0,25.0,0.0,0.0,12.0,9.0,3.0,3.0,200.0,9.0,0.2478,8000.0,1.0,1,0.8736
L-20199,2024-12-03,600.0,3.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,4.0,23.0,600.0,8.0,0.0834,4000.0,1.0,1,0.8442
L-20200,2025-02-04,2000.0,4.0,1.0,4.0,2.0,21.0,0.0,0.0,11.0,8.0,1.0,16.0,2000.0,10.0,0.2096,60000.0,1.0,1,0.6552
L-20201,2025-08-28,80.0,2.0,4.0,3.0,0.0,28.0,5.0,0.0,13.0,9.0,3.0,22.0,80.0,9.0,0.4345,4000.0,1.0,1,0.9705
L-20202,2025-08-11,80.0,3.0,0.0,0.0,1.0,6.0,7.0,0.0,8.0,8.0,0.0,9.0,80.0,2.0,0.5147,60000.0,1.0,1,0.8833
L-20203,2025-11-25,2000.0,2.0,1.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,4.0,32.0,2000.0,10.0,0.3871,4000.0,1.0,1,0.3593
L-20204,2026-03-22,600.0,5.0,3.0,4.0,2.0,5.0,4.0,0.0,2.0,0.0,3.0,34.0,600.0,11.0,0.4259,15000.0,0.0,0,0.4795
L-20205,2025-03-14,2000.0,3.0,6.0,4.0,3.0,18.0,3.0,0.0,4.0,1.0,0.0,23.0,2000.0,4.0,0.5914,15000.0,1.0,1,0.6214
L-20206,2026-05-27,600.0,5.0,2.0,2.0,2.0,14.0,2.0,0.0,5.0,5.0,3.0,17.0,600.0,4.0,0.2225,60000.0,1.0,1,0.7037
L-20207,2026-04-20,25.0,1.0,7.0,4.0,0.0,29.0,7.0,0.0,8.0,7.0,2.0,1.0,25.0,8.0,0.375,60000.0,1.0,1,0.9869
L-20208,2024-10-19,200.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,3.0,2.0,2.0,32.0,200.0,8.0,0.2232,60000.0,0.0,1,0.7859
L-20209,2025-05-20,600.0,1.0,2.0,0.0,1.0,22.0,7.0,0.0,5.0,3.0,1.0,13.0,600.0,1.0,0.7424,15000.0,1.0,1,0.957
L-20210,2025-10-13,80.0,1.0,2.0,3.0,3.0,10.0,0.0,0.0,11.0,10.0,3.0,3.0,80.0,11.0,0.394,60000.0,1.0,1,0.7222
L-20211,2024-12-21,25.0,3.0,2.0,4.0,1.0,4.0,6.0,0.0,2.0,0.0,1.0,1.0,25.0,5.0,0.361,15000.0,1.0,1,0.7046
L-20212,2025-08-08,600.0,5.0,2.0,4.0,1.0,12.0,6.0,0.0,5.0,3.0,0.0,4.0,600.0,6.0,0.1583,8000.0,1.0,0,0.8096
L-20213,2025-08-31,25.0,4.0,5.0,3.0,0.0,14.0,6.0,0.0,7.0,4.0,2.0,0.0,25.0,2.0,0.4837,28000.0,1.0,1,0.9269
L-20214,2024-09-26,2000.0,4.0,3.0,4.0,1.0,27.0,1.0,0.0,1.0,0.0,2.0,25.0,2000.0,0.0,0.6242,15000.0,1.0,1,0.7037
L-20215,2025-11-10,600.0,1.0,2.0,0.0,0.0,26.0,0.0,1.0,7.0,7.0,1.0,38.0,600.0,4.0,0.5858,28000.0,1.0,1,0.8767
L-20216,2025-01-29,600.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,8.0,4.0,1.0,12.0,600.0,0.0,0.4621,28000.0,1.0,1,0.3943
L-20217,2024-07-14,2000.0,2.0,0.0,3.0,4.0,11.0,4.0,0.0,13.0,11.0,0.0,3.0,2000.0,1.0,0.5115,4000.0,0.0,1,0.8822
L-20218,2024-10-18,2000.0,4.0,7.0,1.0,3.0,19.0,7.0,1.0,9.0,5.0,2.0,38.0,2000.0,0.0,0.1882,15000.0,1.0,1,0.9719
L-20219,2025-12-29,80.0,1.0,1.0,0.0,4.0,29.0,0.0,0.0,3.0,0.0,4.0,37.0,80.0,5.0,0.4599,4000.0,1.0,0,0.6375
L-20220,2026-05-24,80.0,0.0,6.0,4.0,0.0,17.0,7.0,0.0,13.0,11.0,1.0,22.0,80.0,9.0,0.6959,15000.0,1.0,1,0.964
L-20221,2025-02-06,25.0,1.0,4.0,1.0,4.0,6.0,0.0,0.0,7.0,7.0,3.0,6.0,25.0,7.0,0.4036,8000.0,0.0,1,0.5393
L-20222,2024-09-04,600.0,4.0,1.0,1.0,3.0,27.0,0.0,0.0,2.0,0.0,1.0,27.0,600.0,5.0,0.7794,28000.0,0.0,1,0.576
L-20223,2026-05-15,25.0,2.0,2.0,4.0,4.0,0.0,3.0,0.0,10.0,7.0,3.0,31.0,25.0,11.0,0.2549,4000.0,1.0,1,0.461
L-20224,2025-06-13,600.0,5.0,6.0,1.0,1.0,12.0,2.0,0.0,4.0,2.0,3.0,26.0,600.0,6.0,0.5218,8000.0,1.0,1,0.5852
L-20225,2026-05-08,80.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,11.0,10.0,0.0,13.0,80.0,6.0,0.3114,8000.0,1.0,1,0.8101
L-20226,2024-09-30,25.0,2.0,5.0,4.0,4.0,22.0,1.0,1.0,11.0,7.0,2.0,10.0,25.0,1.0,0.4698,15000.0,0.0,0,0.9467
L-20227,2025-02-04,200.0,0.0,7.0,4.0,0.0,17.0,0.0,0.0,10.0,6.0,0.0,30.0,200.0,5.0,0.3233,28000.0,0.0,0,0.3637
L-20228,2025-11-13,8.0,4.0,6.0,3.0,3.0,4.0,6.0,0.0,9.0,5.0,5.0,23.0,8.0,4.0,0.4953,15000.0,1.0,1,0.8694
L-20229,2026-01-27,2000.0,2.0,0.0,4.0,1.0,11.0,0.0,0.0,6.0,3.0,4.0,39.0,2000.0,8.0,0.2006,60000.0,1.0,0,0.3304
L-20230,2026-03-27,25.0,4.0,4.0,4.0,2.0,22.0,4.0,0.0,8.0,6.0,5.0,3.0,25.0,1.0,0.1346,28000.0,1.0,1,0.9554
L-20231,2024-11-28,600.0,4.0,1.0,2.0,1.0,14.0,5.0,0.0,5.0,2.0,5.0,3.0,600.0,4.0,0.0887,28000.0,1.0,1,0.9133
L-20232,2025-04-11,200.0,5.0,4.0,1.0,0.0,20.0,3.0,0.0,13.0,10.0,5.0,22.0,200.0,10.0,0.2589,8000.0,1.0,1,0.9336
L-20233,2025-08-01,2000.0,1.0,5.0,4.0,4.0,13.0,7.0,0.0,5.0,3.0,5.0,18.0,2000.0,7.0,0.5173,60000.0,1.0,1,0.9556
L-20234,2024-10-05,600.0,4.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,5.0,24.0,600.0,6.0,0.0623,28000.0,1.0,1,0.4282
L-20235,2026-01-31,600.0,5.0,5.0,2.0,2.0,24.0,4.0,0.0,6.0,3.0,5.0,27.0,600.0,11.0,0.4042,4000.0,1.0,1,0.9233
L-20236,2025-10-07,200.0,2.0,3.0,3.0,0.0,11.0,0.0,0.0,7.0,5.0,1.0,10.0,200.0,1.0,0.102,60000.0,0.0,0,0.3756
L-20237,2026-05-18,80.0,1.0,5.0,3.0,3.0,14.0,1.0,0.0,13.0,11.0,1.0,32.0,80.0,4.0,0.3804,28000.0,0.0,1,0.5898
L-20238,2026-05-26,8.0,4.0,7.0,0.0,4.0,8.0,6.0,1.0,2.0,2.0,4.0,10.0,8.0,6.0,0.3634,28000.0,1.0,1,0.9636
L-20239,2026-04-26,2000.0,4.0,5.0,4.0,1.0,18.0,4.0,0.0,13.0,10.0,0.0,7.0,2000.0,7.0,0.187,8000.0,1.0,1,0.8851
L-20240,2025-03-26,200.0,1.0,5.0,4.0,1.0,24.0,7.0,0.0,12.0,8.0,2.0,24.0,200.0,5.0,0.074,4000.0,1.0,1,0.9588
L-20241,2025-03-06,200.0,4.0,1.0,2.0,4.0,12.0,6.0,0.0,6.0,3.0,5.0,30.0,200.0,10.0,0.6322,15000.0,1.0,1,0.9096
L-20242,2026-01-07,2000.0,5.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,3.0,22.0,2000.0,2.0,0.0734,15000.0,1.0,0,0.4998
L-20243,2024-08-04,80.0,4.0,7.0,3.0,4.0,4.0,7.0,0.0,8.0,5.0,4.0,2.0,80.0,0.0,0.301,15000.0,0.0,1,0.9256
L-20244,2024-12-28,8.0,5.0,1.0,4.0,0.0,14.0,4.0,0.0,4.0,0.0,0.0,31.0,8.0,4.0,0.1452,28000.0,1.0,1,0.3992
L-20245,2025-03-04,600.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,6.0,600.0,4.0,0.1782,8000.0,0.0,0,0.1659
L-20246,2025-12-30,25.0,5.0,3.0,3.0,3.0,19.0,4.0,0.0,8.0,4.0,2.0,2.0,25.0,7.0,0.2088,60000.0,1.0,1,0.8735
L-20247,2025-09-14,600.0,4.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,28.0,600.0,4.0,0.0807,60000.0,0.0,0,0.199
L-20248,2025-07-06,600.0,1.0,7.0,1.0,4.0,24.0,1.0,0.0,4.0,2.0,0.0,36.0,600.0,3.0,0.246,28000.0,0.0,1,0.4149
L-20249,2025-04-10,200.0,5.0,7.0,3.0,1.0,22.0,0.0,0.0,4.0,1.0,2.0,19.0,200.0,9.0,0.2305,60000.0,0.0,1,0.4968
L-20250,2026-04-02,80.0,4.0,1.0,0.0,1.0,10.0,7.0,0.0,7.0,5.0,5.0,24.0,80.0,9.0,0.3984,8000.0,1.0,1,0.9358
L-20251,2024-11-17,80.0,1.0,3.0,3.0,1.0,15.0,3.0,0.0,12.0,11.0,0.0,29.0,80.0,2.0,0.1681,4000.0,0.0,1,0.6882
L-20252,2025-09-09,25.0,5.0,6.0,4.0,2.0,9.0,1.0,0.0,2.0,0.0,2.0,35.0,25.0,2.0,0.1469,8000.0,0.0,0,0.191
L-20253,2026-04-24,2000.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0,36.0,2000.0,2.0,0.3463,8000.0,0.0,1,0.5781
L-20254,2026-04-19,25.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,37.0,25.0,4.0,0.3128,60000.0,0.0,0,0.1619
L-20255,2024-07-31,200.0,5.0,2.0,1.0,1.0,24.0,6.0,0.0,8.0,6.0,1.0,36.0,200.0,10.0,0.2696,15000.0,1.0,1,0.8931
L-20256,2025-10-24,8.0,5.0,3.0,4.0,2.0,4.0,7.0,0.0,3.0,3.0,3.0,34.0,8.0,11.0,0.2222,60000.0,1.0,1,0.7171
L-20257,2024-09-06,200.0,0.0,0.0,1.0,4.0,24.0,1.0,0.0,1.0,1.0,3.0,7.0,200.0,1.0,0.3874,8000.0,1.0,0,0.777
L-20258,2025-08-17,2000.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,5.0,25.0,2000.0,11.0,0.8012,60000.0,1.0,1,0.8923
L-20259,2024-08-16,2000.0,2.0,1.0,3.0,0.0,11.0,4.0,0.0,7.0,3.0,2.0,28.0,2000.0,10.0,0.6323,8000.0,1.0,1,0.7135
L-20260,2024-06-23,200.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,13.0,13.0,0.0,37.0,200.0,11.0,0.8436,60000.0,0.0,1,0.7425
L-20261,2026-01-29,2000.0,3.0,4.0,3.0,2.0,25.0,3.0,0.0,7.0,5.0,3.0,18.0,2000.0,9.0,0.0537,28000.0,1.0,1,0.8756
L-20262,2025-02-15,8.0,5.0,5.0,0.0,2.0,19.0,7.0,0.0,1.0,0.0,5.0,31.0,8.0,5.0,0.1003,15000.0,1.0,1,0.9047
L-20263,2025-12-08,200.0,4.0,5.0,1.0,2.0,10.0,6.0,0.0,12.0,9.0,3.0,25.0,200.0,2.0,0.1178,60000.0,1.0,1,0.8865
L-20264,2025-01-08,600.0,5.0,1.0,3.0,0.0,18.0,6.0,0.0,5.0,4.0,5.0,11.0,600.0,7.0,0.4767,28000.0,1.0,1,0.9669
L-20265,2025-08-28,80.0,0.0,6.0,2.0,2.0,21.0,7.0,1.0,9.0,8.0,4.0,8.0,80.0,6.0,0.5839,60000.0,1.0,1,0.9967
L-20266,2024-11-27,200.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,4.0,2.0,1.0,20.0,200.0,11.0,0.1269,4000.0,1.0,0,0.1685
L-20267,2026-04-05,8.0,3.0,3.0,1.0,3.0,29.0,2.0,0.0,12.0,11.0,2.0,32.0,8.0,10.0,0.5201,15000.0,1.0,1,0.9019
L-20268,2025-09-30,80.0,2.0,0.0,3.0,0.0,25.0,7.0,0.0,8.0,7.0,0.0,35.0,80.0,8.0,0.3178,8000.0,1.0,1,0.9218
L-20269,2025-05-26,8.0,2.0,6.0,2.0,4.0,10.0,2.0,0.0,9.0,6.0,4.0,13.0,8.0,1.0,0.7961,60000.0,1.0,1,0.8048
L-20270,2024-07-15,2000.0,2.0,5.0,3.0,0.0,16.0,6.0,0.0,12.0,9.0,0.0,35.0,2000.0,2.0,0.2882,28000.0,1.0,1,0.8472
L-20271,2025-09-28,25.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,0.0,3.0,5.0,25.0,1.0,0.4969,28000.0,1.0,1,0.453
L-20272,2024-08-23,25.0,4.0,7.0,0.0,1.0,16.0,5.0,0.0,7.0,6.0,5.0,37.0,25.0,1.0,0.1359,28000.0,1.0,1,0.8718
L-20273,2025-10-19,8.0,2.0,1.0,2.0,3.0,11.0,2.0,0.0,7.0,7.0,2.0,28.0,8.0,9.0,0.3674,28000.0,1.0,1,0.5698
L-20274,2025-11-07,8.0,4.0,0.0,3.0,0.0,14.0,4.0,0.0,8.0,7.0,4.0,26.0,8.0,9.0,0.1634,4000.0,0.0,1,0.8316
L-20275,2025-07-22,2000.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,5.0,37.0,2000.0,0.0,0.6316,8000.0,1.0,0,0.4235
L-20276,2024-11-18,80.0,5.0,1.0,3.0,2.0,5.0,0.0,0.0,8.0,8.0,4.0,36.0,80.0,11.0,0.5789,60000.0,1.0,1,0.4358
L-20277,2026-03-26,25.0,5.0,6.0,1.0,4.0,13.0,2.0,0.0,8.0,5.0,3.0,30.0,25.0,0.0,0.8406,4000.0,1.0,1,0.7007
L-20278,2025-02-25,2000.0,2.0,2.0,1.0,1.0,20.0,5.0,0.0,13.0,13.0,0.0,23.0,2000.0,10.0,0.5117,60000.0,0.0,1,0.9384
L-20279,2025-04-15,8.0,5.0,2.0,1.0,2.0,29.0,2.0,1.0,12.0,11.0,0.0,18.0,8.0,3.0,0.2827,15000.0,1.0,1,0.9653
L-20280,2024-10-09,8.0,1.0,0.0,3.0,2.0,5.0,1.0,0.0,9.0,6.0,3.0,14.0,8.0,8.0,0.4519,15000.0,1.0,0,0.5193
L-20281,2025-08-28,80.0,1.0,0.0,1.0,4.0,14.0,6.0,0.0,12.0,8.0,5.0,32.0,80.0,11.0,0.0678,28000.0,1.0,1,0.9221
L-20282,2025-11-19,8.0,5.0,0.0,0.0,3.0,1.0,4.0,1.0,7.0,6.0,5.0,39.0,8.0,2.0,0.333,28000.0,1.0,1,0.8641
L-20283,2026-01-07,200.0,0.0,5.0,2.0,3.0,10.0,2.0,0.0,0.0,0.0,3.0,13.0,200.0,4.0,0.5786,4000.0,0.0,1,0.5867
L-20284,2025-02-01,8.0,5.0,4.0,1.0,0.0,27.0,5.0,0.0,9.0,9.0,4.0,25.0,8.0,3.0,0.1614,15000.0,1.0,1,0.9629
L-20285,2025-06-13,8.0,4.0,7.0,3.0,2.0,27.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.6677,60000.0,1.0,0,0.7688
L-20286,2024-06-15,2000.0,1.0,6.0,3.0,0.0,27.0,0.0,0.0,11.0,8.0,5.0,35.0,2000.0,7.0,0.6166,4000.0,0.0,1,0.8719
L-20287,2024-08-13,8.0,3.0,7.0,4.0,2.0,1.0,1.0,0.0,13.0,12.0,5.0,11.0,8.0,9.0,0.4317,8000.0,1.0,1,0.7406
L-20288,2026-03-24,80.0,4.0,4.0,3.0,4.0,7.0,7.0,0.0,5.0,5.0,3.0,26.0,80.0,5.0,0.334,15000.0,0.0,1,0.8607
L-20289,2025-11-02,2000.0,0.0,7.0,2.0,0.0,29.0,1.0,0.0,9.0,5.0,3.0,10.0,2000.0,10.0,0.6032,60000.0,1.0,1,0.9094
L-20290,2025-03-23,2000.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,8.0,8.0,0.0,4.0,2000.0,9.0,0.2186,4000.0,0.0,1,0.3612
L-20291,2026-01-22,200.0,3.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,3.0,16.0,200.0,3.0,0.3544,8000.0,0.0,1,0.8651
L-20292,2025-07-18,2000.0,0.0,3.0,0.0,0.0,28.0,3.0,1.0,6.0,2.0,2.0,18.0,2000.0,3.0,0.348,15000.0,1.0,1,0.9625
L-20293,2025-02-14,2000.0,3.0,0.0,4.0,2.0,10.0,1.0,1.0,0.0,0.0,4.0,8.0,2000.0,6.0,0.2167,28000.0,1.0,1,0.8247
L-20294,2024-06-09,600.0,4.0,6.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,35.0,600.0,2.0,0.5267,4000.0,0.0,0,0.172
L-20295,2026-04-01,25.0,2.0,5.0,1.0,2.0,25.0,5.0,0.0,8.0,5.0,3.0,7.0,25.0,3.0,0.063,15000.0,1.0,1,0.9454
L-20296,2024-09-10,25.0,2.0,5.0,4.0,0.0,23.0,6.0,0.0,0.0,0.0,3.0,37.0,25.0,3.0,0.4908,60000.0,0.0,0,0.8728
L-20297,2025-03-29,600.0,1.0,7.0,4.0,0.0,24.0,3.0,0.0,3.0,1.0,4.0,22.0,600.0,9.0,0.5712,4000.0,1.0,0,0.8753
L-20298,2024-07-20,2000.0,1.0,5.0,4.0,1.0,21.0,2.0,0.0,11.0,7.0,5.0,30.0,2000.0,9.0,0.4585,8000.0,1.0,1,0.8835
L-20299,2024-11-24,8.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,5.0,1.0,5.0,11.0,8.0,7.0,0.0565,15000.0,1.0,1,0.6459
L-20300,2025-10-13,2000.0,2.0,0.0,4.0,4.0,27.0,2.0,0.0,7.0,3.0,0.0,27.0,2000.0,11.0,0.6249,4000.0,0.0,1,0.7341
L-20301,2025-06-17,200.0,2.0,1.0,0.0,1.0,11.0,4.0,0.0,6.0,3.0,5.0,39.0,200.0,11.0,0.1519,60000.0,1.0,0,0.6956
L-20302,2025-12-16,25.0,5.0,4.0,1.0,2.0,6.0,0.0,0.0,2.0,2.0,2.0,26.0,25.0,10.0,0.3927,28000.0,0.0,0,0.2138
L-20303,2025-09-06,600.0,0.0,3.0,0.0,0.0,20.0,3.0,0.0,11.0,9.0,0.0,36.0,600.0,11.0,0.4712,60000.0,1.0,1,0.7463
L-20304,2026-02-19,8.0,4.0,1.0,0.0,1.0,22.0,3.0,0.0,11.0,7.0,4.0,26.0,8.0,3.0,0.6549,15000.0,1.0,1,0.9113
L-20305,2024-09-27,25.0,4.0,7.0,3.0,2.0,7.0,5.0,0.0,5.0,2.0,5.0,28.0,25.0,9.0,0.5474,28000.0,0.0,1,0.7953
L-20306,2026-03-22,600.0,2.0,4.0,1.0,0.0,17.0,7.0,0.0,3.0,0.0,2.0,29.0,600.0,4.0,0.2119,8000.0,1.0,1,0.8369
L-20307,2025-12-25,8.0,0.0,7.0,0.0,0.0,10.0,3.0,0.0,13.0,12.0,2.0,0.0,8.0,10.0,0.4354,4000.0,1.0,1,0.8862
L-20308,2025-12-26,600.0,5.0,5.0,2.0,1.0,22.0,5.0,1.0,9.0,6.0,4.0,31.0,600.0,2.0,0.2329,60000.0,1.0,1,0.9804
