external_id,created_at,trip_length,party_size,booking_lead_days,past_hotels,past_cars,past_activities,search_hotel,search_activity,loyalty_tier,fare_class,email_clicks,bought_ancillary,true_p0_ancillary,true_p_hotel,true_p_activity,true_p_car,true_p_insurance,true_p_bundle,offer_value
T-40151,2025-07-15,8.0,2.0,26.0,2.0,0.0,1.0,4.0,6.0,0.0,1.0,5.0,1,0.9344,0.779,0.6225,0.2142,0.1643,0.7086,120.0
T-40152,2025-12-12,4.0,1.0,61.0,2.0,0.0,2.0,6.0,7.0,2.0,1.0,0.0,1,0.95,0.7858,0.7503,0.19,0.1989,0.7698,120.0
T-40153,2026-01-25,4.0,3.0,15.0,5.0,3.0,1.0,5.0,3.0,1.0,0.0,2.0,1,0.95,0.8975,0.475,0.5866,0.1301,0.7074,120.0
T-40154,2025-03-25,11.0,4.0,46.0,6.0,1.0,5.0,2.0,7.0,1.0,1.0,4.0,1,0.95,0.9269,0.9089,0.3775,0.1834,0.9,120.0
T-40155,2026-02-20,11.0,1.0,18.0,4.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,1,0.95,0.8829,0.6682,0.19,0.1571,0.7863,120.0
T-40156,2025-11-12,7.0,4.0,26.0,3.0,2.0,3.0,9.0,5.0,2.0,0.0,0.0,0,0.95,0.9191,0.7503,0.5,0.1386,0.8431,120.0
T-40157,2025-05-25,6.0,4.0,1.0,3.0,2.0,0.0,7.0,5.0,3.0,1.0,5.0,1,0.95,0.8797,0.475,0.5,0.1427,0.6976,120.0
T-40158,2025-08-07,4.0,1.0,21.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,1,0.95,0.8606,0.7503,0.5125,0.1598,0.8109,120.0
T-40159,2025-07-19,9.0,4.0,36.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,3.0,1,0.9066,0.7311,0.525,0.2689,0.2042,0.6383,120.0
T-40160,2026-02-08,11.0,2.0,75.0,7.0,1.0,0.0,4.0,7.0,2.0,0.0,0.0,1,0.95,0.9627,0.5744,0.31,0.1824,0.788,120.0
T-40161,2026-01-26,10.0,4.0,22.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,0.0,1,0.95,0.589,0.8699,0.2689,0.1607,0.7154,120.0
T-40162,2025-10-20,2.0,3.0,75.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,1,0.8969,0.475,0.525,0.5866,0.2497,0.4975,120.0
T-40163,2026-04-18,11.0,2.0,67.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1,0.9421,0.8402,0.475,0.31,0.1746,0.6759,120.0
T-40164,2026-03-24,13.0,3.0,48.0,0.0,3.0,2.0,2.0,7.0,2.0,2.0,1.0,1,0.95,0.6457,0.7503,0.5866,0.2176,0.6927,120.0
T-40165,2026-03-05,3.0,2.0,72.0,6.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,1,0.9455,0.8889,0.2891,0.31,0.1795,0.619,120.0
T-40166,2025-03-18,4.0,3.0,40.0,1.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,1,0.9495,0.7875,0.4256,0.5866,0.1775,0.6246,120.0
T-40167,2026-03-05,5.0,4.0,16.0,5.0,4.0,3.0,9.0,3.0,2.0,2.0,3.0,1,0.95,0.9512,0.6682,0.7311,0.1834,0.8238,120.0
T-40168,2026-05-29,12.0,2.0,73.0,2.0,1.0,5.0,6.0,7.0,0.0,1.0,5.0,1,0.95,0.8744,0.9089,0.31,0.2119,0.8899,120.0
T-40169,2025-09-22,11.0,2.0,36.0,7.0,2.0,0.0,2.0,7.0,1.0,1.0,3.0,1,0.95,0.9473,0.5744,0.4256,0.1736,0.7795,120.0
T-40170,2025-12-01,8.0,3.0,72.0,3.0,2.0,5.0,9.0,5.0,0.0,1.0,2.0,1,0.95,0.9248,0.8699,0.4626,0.2108,0.9,120.0
T-40171,2025-05-15,10.0,1.0,54.0,5.0,2.0,4.0,0.0,5.0,2.0,2.0,3.0,1,0.95,0.852,0.8176,0.3894,0.2244,0.8365,120.0
T-40172,2025-08-07,2.0,1.0,14.0,4.0,0.0,4.0,0.0,7.0,1.0,2.0,3.0,1,0.95,0.6814,0.8699,0.19,0.1814,0.7662,120.0
T-40173,2025-11-01,8.0,3.0,22.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0,0.8244,0.6748,0.2891,0.2405,0.1355,0.5012,120.0
T-40174,2025-03-27,5.0,1.0,23.0,1.0,2.0,5.0,8.0,6.0,2.0,0.0,1.0,1,0.95,0.8006,0.8909,0.3894,0.1363,0.8412,120.0
T-40175,2026-02-05,12.0,3.0,42.0,2.0,0.0,4.0,2.0,6.0,3.0,0.0,3.0,1,0.95,0.7721,0.8455,0.2405,0.1519,0.8051,120.0
T-40176,2025-12-31,3.0,3.0,29.0,7.0,1.0,0.0,6.0,1.0,1.0,2.0,1.0,1,0.95,0.9512,0.2891,0.343,0.1968,0.6532,120.0
T-40177,2025-12-16,4.0,3.0,44.0,6.0,4.0,1.0,1.0,7.0,0.0,1.0,3.0,1,0.95,0.8581,0.6682,0.7006,0.1814,0.7727,120.0
T-40178,2026-03-26,3.0,1.0,39.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,0,0.9465,0.7027,0.7503,0.2789,0.2075,0.7241,120.0
T-40179,2025-12-22,7.0,4.0,42.0,5.0,1.0,0.0,1.0,7.0,1.0,1.0,4.0,1,0.95,0.8442,0.5744,0.3775,0.1795,0.7228,120.0
T-40180,2025-11-13,10.0,4.0,64.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,1,0.95,0.8292,0.3318,0.7311,0.1717,0.6054,120.0
T-40181,2026-04-01,7.0,1.0,83.0,6.0,1.0,5.0,2.0,3.0,0.0,2.0,0.0,1,0.95,0.902,0.8176,0.2789,0.2599,0.864,120.0
T-40182,2025-04-28,6.0,3.0,84.0,3.0,2.0,5.0,6.0,6.0,3.0,1.0,4.0,1,0.95,0.8594,0.8909,0.4626,0.2244,0.8736,120.0
T-40183,2025-11-01,4.0,3.0,43.0,5.0,1.0,2.0,7.0,1.0,3.0,0.0,3.0,1,0.95,0.9262,0.475,0.343,0.1527,0.7232,120.0
T-40184,2026-04-23,10.0,2.0,71.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,1,0.95,0.9526,0.525,0.5498,0.1785,0.7602,120.0
T-40185,2025-12-29,4.0,3.0,21.0,1.0,3.0,3.0,2.0,6.0,0.0,1.0,1.0,1,0.95,0.5572,0.7858,0.5866,0.1598,0.6601,120.0
T-40186,2025-07-11,7.0,2.0,8.0,4.0,3.0,0.0,3.0,2.0,0.0,2.0,3.0,1,0.95,0.8455,0.3318,0.5498,0.1756,0.6144,120.0
T-40187,2026-03-03,9.0,4.0,87.0,3.0,3.0,5.0,9.0,3.0,1.0,0.0,4.0,1,0.95,0.9302,0.8176,0.6225,0.1947,0.8795,120.0
T-40188,2025-06-04,13.0,4.0,15.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1,0.8901,0.6835,0.525,0.2689,0.1301,0.6122,120.0
T-40189,2025-11-13,2.0,2.0,42.0,5.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,0,0.95,0.8618,0.525,0.5498,0.1795,0.7102,120.0
T-40190,2025-05-29,4.0,1.0,18.0,6.0,4.0,4.0,3.0,2.0,0.0,0.0,3.0,1,0.95,0.8966,0.7109,0.6341,0.1324,0.8131,120.0
T-40191,2026-02-12,6.0,2.0,67.0,3.0,2.0,0.0,8.0,5.0,3.0,2.0,4.0,1,0.95,0.8975,0.475,0.4256,0.2399,0.7074,120.0
T-40192,2025-11-29,3.0,4.0,51.0,2.0,1.0,2.0,5.0,0.0,3.0,1.0,5.0,1,0.9066,0.7389,0.4256,0.3775,0.1885,0.5979,120.0
T-40193,2025-03-21,5.0,1.0,87.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1,0.9085,0.6985,0.3775,0.5125,0.2279,0.554,120.0
T-40194,2026-02-06,4.0,3.0,69.0,7.0,1.0,4.0,4.0,6.0,3.0,2.0,5.0,1,0.95,0.9364,0.8455,0.343,0.2423,0.8955,120.0
T-40195,2026-03-02,11.0,1.0,42.0,0.0,0.0,1.0,5.0,6.0,1.0,2.0,0.0,1,0.9165,0.7271,0.6225,0.19,0.2108,0.68,120.0
T-40196,2026-02-09,12.0,2.0,39.0,5.0,3.0,4.0,4.0,1.0,2.0,0.0,3.0,1,0.95,0.9328,0.6682,0.5498,0.1493,0.8137,120.0
T-40197,2025-10-29,7.0,4.0,34.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,0.0,1,0.95,0.7649,0.6682,0.5,0.2021,0.7214,120.0
T-40198,2025-07-05,3.0,4.0,37.0,3.0,4.0,1.0,0.0,6.0,1.0,1.0,3.0,1,0.95,0.6201,0.6225,0.7311,0.1746,0.6212,120.0
T-40199,2025-11-21,13.0,2.0,43.0,7.0,4.0,4.0,6.0,0.0,3.0,0.0,4.0,1,0.95,0.9775,0.6225,0.6682,0.1527,0.8177,120.0
T-40200,2025-11-29,2.0,4.0,3.0,6.0,0.0,1.0,8.0,0.0,3.0,1.0,2.0,1,0.95,0.9478,0.3318,0.2689,0.1443,0.6706,120.0
T-40201,2026-03-19,12.0,1.0,72.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,3.0,1,0.9402,0.8557,0.4256,0.2789,0.1795,0.6621,120.0
T-40202,2026-02-20,3.0,2.0,34.0,2.0,0.0,5.0,9.0,3.0,3.0,1.0,0.0,1,0.95,0.8532,0.8176,0.2142,0.1717,0.8372,120.0
T-40203,2025-12-11,4.0,1.0,10.0,2.0,2.0,0.0,9.0,2.0,2.0,0.0,3.0,1,0.9441,0.8629,0.3318,0.3894,0.1264,0.6239,120.0
T-40204,2025-06-28,3.0,1.0,3.0,5.0,2.0,5.0,9.0,7.0,0.0,1.0,5.0,0,0.95,0.9432,0.9089,0.3894,0.1443,0.9,120.0
T-40205,2025-05-01,13.0,1.0,38.0,6.0,1.0,4.0,7.0,6.0,3.0,2.0,0.0,1,0.95,0.9734,0.8455,0.2789,0.2064,0.9,120.0
T-40206,2025-12-31,10.0,2.0,85.0,1.0,0.0,3.0,9.0,0.0,3.0,1.0,0.0,1,0.95,0.8776,0.525,0.2142,0.2256,0.7189,120.0
T-40207,2026-05-07,9.0,2.0,58.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1,0.8838,0.6525,0.5744,0.2142,0.1957,0.6174,120.0
T-40208,2026-01-10,10.0,1.0,64.0,7.0,3.0,3.0,6.0,3.0,1.0,0.0,4.0,1,0.95,0.9715,0.6682,0.5125,0.1717,0.835,120.0
T-40209,2025-07-06,3.0,1.0,13.0,4.0,3.0,0.0,8.0,6.0,3.0,1.0,2.0,1,0.95,0.9072,0.525,0.5125,0.1527,0.7352,120.0
T-40210,2025-12-15,4.0,3.0,9.0,1.0,4.0,2.0,8.0,5.0,2.0,2.0,5.0,1,0.95,0.7875,0.6682,0.7006,0.1765,0.7338,120.0
T-40211,2025-11-11,3.0,4.0,17.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1,0.8939,0.7667,0.3775,0.2689,0.1562,0.5916,120.0
T-40212,2025-11-04,4.0,2.0,87.0,2.0,2.0,2.0,5.0,3.0,0.0,2.0,1.0,1,0.9399,0.754,0.5744,0.4256,0.265,0.6732,120.0
T-40213,2025-05-12,7.0,3.0,50.0,3.0,1.0,1.0,7.0,5.0,0.0,0.0,1.0,1,0.95,0.888,0.5744,0.343,0.1589,0.7469,120.0
T-40214,2026-04-02,4.0,4.0,48.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0,0.8291,0.5548,0.475,0.2689,0.1571,0.5189,120.0
T-40215,2025-12-27,7.0,1.0,4.0,4.0,1.0,2.0,0.0,7.0,2.0,0.0,3.0,1,0.95,0.7613,0.7503,0.2789,0.122,0.7564,120.0
T-40216,2026-02-11,2.0,2.0,84.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,4.0,0,0.7701,0.5622,0.3318,0.2142,0.2611,0.4585,120.0
T-40217,2025-07-23,13.0,3.0,34.0,4.0,2.0,5.0,1.0,7.0,0.0,2.0,3.0,1,0.95,0.8606,0.9089,0.4626,0.2021,0.8823,120.0
T-40218,2025-03-05,7.0,4.0,58.0,4.0,3.0,4.0,5.0,0.0,0.0,2.0,0.0,1,0.95,0.887,0.6225,0.6225,0.2291,0.7679,120.0
T-40219,2026-03-03,4.0,1.0,27.0,0.0,4.0,0.0,7.0,6.0,1.0,2.0,4.0,1,0.9454,0.6857,0.525,0.6341,0.1947,0.6134,120.0
T-40220,2025-05-11,13.0,4.0,50.0,3.0,4.0,5.0,1.0,5.0,3.0,0.0,3.0,1,0.95,0.8131,0.8699,0.7311,0.1589,0.8386,120.0
T-40221,2026-04-10,3.0,2.0,50.0,6.0,0.0,1.0,4.0,6.0,3.0,1.0,1.0,1,0.95,0.9055,0.6225,0.2142,0.1874,0.7781,120.0
T-40222,2025-09-30,11.0,1.0,75.0,3.0,1.0,0.0,5.0,1.0,0.0,2.0,5.0,1,0.9405,0.8839,0.2891,0.2789,0.2497,0.6162,120.0
T-40223,2025-09-20,10.0,4.0,23.0,3.0,0.0,2.0,9.0,0.0,1.0,0.0,1.0,1,0.95,0.9352,0.4256,0.2689,0.1363,0.7059,120.0
T-40224,2026-04-08,6.0,2.0,84.0,2.0,4.0,1.0,1.0,6.0,3.0,2.0,5.0,1,0.95,0.6365,0.6225,0.6682,0.2611,0.6302,120.0
T-40225,2025-06-17,8.0,2.0,40.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1,0.9037,0.5498,0.525,0.5498,0.1502,0.5386,120.0
T-40226,2025-05-26,7.0,2.0,36.0,6.0,0.0,5.0,7.0,0.0,2.0,2.0,2.0,1,0.95,0.9577,0.7109,0.2142,0.2042,0.8467,120.0
T-40227,2025-03-01,3.0,1.0,40.0,0.0,0.0,5.0,9.0,6.0,2.0,0.0,3.0,1,0.95,0.7427,0.8909,0.19,0.1502,0.8094,120.0
T-40228,2026-04-12,11.0,2.0,15.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,1,0.8548,0.6479,0.475,0.2142,0.1301,0.5701,120.0
T-40229,2025-03-10,5.0,1.0,34.0,6.0,4.0,5.0,2.0,6.0,1.0,1.0,2.0,1,0.95,0.887,0.8909,0.6341,0.1717,0.8887,120.0
T-40230,2025-04-11,7.0,3.0,49.0,5.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1,0.95,0.8442,0.475,0.7006,0.2187,0.6781,120.0
T-40231,2025-08-12,4.0,1.0,34.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0,0.7328,0.47,0.3775,0.19,0.2021,0.4284,120.0
T-40232,2025-06-03,5.0,1.0,84.0,7.0,4.0,2.0,9.0,0.0,2.0,0.0,0.0,1,0.95,0.9752,0.4256,0.6341,0.1915,0.7278,120.0
T-40233,2025-06-07,8.0,4.0,27.0,7.0,3.0,2.0,3.0,2.0,3.0,0.0,3.0,1,0.95,0.9443,0.525,0.6225,0.1394,0.7556,120.0
T-40234,2025-04-19,13.0,3.0,82.0,6.0,4.0,5.0,7.0,7.0,2.0,0.0,4.0,1,0.95,0.9734,0.9089,0.7006,0.1895,0.9,120.0
T-40235,2026-04-25,4.0,1.0,71.0,5.0,2.0,3.0,9.0,2.0,2.0,0.0,0.0,1,0.95,0.9473,0.6225,0.3894,0.1785,0.8011,120.0
T-40236,2025-04-13,5.0,4.0,76.0,6.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1,0.95,0.9038,0.3775,0.2689,0.2153,0.667,120.0
T-40237,2025-05-09,10.0,2.0,67.0,5.0,4.0,3.0,0.0,6.0,0.0,2.0,1.0,1,0.95,0.852,0.7858,0.6682,0.2399,0.8222,120.0
T-40238,2025-10-14,11.0,1.0,19.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,1,0.8508,0.6059,0.475,0.2789,0.158,0.547,120.0
T-40239,2025-06-12,7.0,2.0,21.0,4.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,1,0.95,0.8676,0.6225,0.2142,0.1347,0.7573,120.0
T-40240,2025-05-14,12.0,1.0,85.0,6.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,1,0.95,0.9055,0.525,0.5125,0.2624,0.7343,120.0
T-40241,2025-10-11,2.0,3.0,8.0,5.0,3.0,4.0,8.0,2.0,1.0,1.0,4.0,0,0.95,0.9276,0.7109,0.5866,0.1485,0.8301,120.0
T-40242,2025-11-07,7.0,4.0,13.0,4.0,0.0,3.0,3.0,6.0,2.0,1.0,5.0,1,0.95,0.8455,0.7858,0.2689,0.1527,0.8187,120.0
T-40243,2025-07-17,7.0,1.0,62.0,4.0,0.0,5.0,4.0,1.0,0.0,1.0,4.0,1,0.95,0.8676,0.7503,0.19,0.1999,0.8148,120.0
T-40244,2026-05-21,12.0,4.0,49.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1,0.8675,0.6271,0.2891,0.5,0.2187,0.475,120.0
T-40245,2025-06-16,9.0,1.0,11.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1,0.9105,0.6502,0.475,0.5125,0.1271,0.5714,120.0
T-40246,2026-02-28,4.0,4.0,51.0,4.0,3.0,5.0,7.0,1.0,1.0,2.0,5.0,1,0.95,0.8984,0.7503,0.6225,0.221,0.8318,120.0
T-40247,2025-12-10,8.0,2.0,34.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,3.0,1,0.95,0.8053,0.475,0.6682,0.1451,0.6567,120.0
T-40248,2026-03-06,10.0,4.0,4.0,3.0,0.0,5.0,1.0,3.0,2.0,1.0,0.0,1,0.95,0.7738,0.8176,0.2689,0.1451,0.7935,120.0
T-40249,2025-12-30,4.0,4.0,71.0,5.0,4.0,3.0,8.0,1.0,1.0,1.0,3.0,1,0.95,0.9376,0.5744,0.7311,0.2097,0.7742,120.0
T-40250,2025-10-28,5.0,1.0,67.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,5.0,1,0.9185,0.7006,0.6225,0.2789,0.2053,0.6654,120.0
T-40251,2025-04-12,13.0,1.0,20.0,7.0,0.0,3.0,5.0,2.0,0.0,2.0,0.0,1,0.95,0.9731,0.6225,0.19,0.1874,0.8153,120.0
T-40252,2026-03-23,7.0,3.0,66.0,7.0,1.0,4.0,7.0,5.0,2.0,0.0,4.0,0,0.95,0.9698,0.8176,0.343,0.1736,0.9,120.0
T-40253,2025-06-11,4.0,2.0,82.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1,0.95,0.7824,0.7503,0.5498,0.2586,0.768,120.0
T-40254,2025-03-23,10.0,3.0,55.0,6.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0,0.95,0.9437,0.7503,0.2405,0.1634,0.8567,120.0
T-40255,2026-03-02,4.0,1.0,51.0,2.0,4.0,4.0,7.0,3.0,3.0,0.0,1.0,1,0.95,0.8146,0.7503,0.6341,0.1598,0.7856,120.0
T-40256,2026-04-01,12.0,3.0,73.0,6.0,2.0,0.0,4.0,4.0,2.0,0.0,5.0,1,0.95,0.9517,0.4256,0.4626,0.1804,0.7149,120.0
T-40257,2025-03-19,7.0,1.0,13.0,2.0,3.0,4.0,7.0,4.0,0.0,0.0,4.0,1,0.95,0.8481,0.7858,0.5125,0.1286,0.8201,120.0
T-40258,2025-09-10,12.0,2.0,35.0,5.0,0.0,0.0,6.0,5.0,3.0,0.0,5.0,1,0.95,0.9521,0.475,0.2142,0.146,0.7374,120.0
T-40259,2025-12-04,5.0,1.0,38.0,1.0,4.0,3.0,9.0,3.0,1.0,2.0,3.0,1,0.95,0.8278,0.6682,0.6341,0.2064,0.756,120.0
T-40260,2025-08-10,5.0,2.0,73.0,2.0,0.0,2.0,2.0,7.0,3.0,0.0,1.0,1,0.9331,0.6593,0.7503,0.2142,0.1804,0.7002,120.0
T-40261,2025-10-30,11.0,1.0,14.0,7.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,1,0.95,0.9473,0.3775,0.5125,0.1814,0.6909,120.0
T-40262,2026-05-26,13.0,2.0,15.0,1.0,2.0,4.0,3.0,7.0,3.0,0.0,5.0,1,0.95,0.7558,0.8699,0.4256,0.1301,0.8072,120.0
T-40263,2025-11-15,3.0,2.0,55.0,3.0,1.0,1.0,5.0,5.0,0.0,2.0,3.0,0,0.9414,0.8006,0.5744,0.31,0.2256,0.6988,120.0
T-40264,2026-01-25,11.0,2.0,85.0,5.0,2.0,3.0,8.0,3.0,1.0,1.0,4.0,1,0.95,0.9634,0.6682,0.4256,0.2256,0.8305,120.0
T-40265,2025-11-23,11.0,1.0,76.0,2.0,0.0,4.0,5.0,7.0,3.0,1.0,4.0,1,0.95,0.8429,0.8699,0.19,0.2153,0.855,120.0
T-40266,2025-04-02,9.0,4.0,40.0,1.0,0.0,2.0,7.0,4.0,0.0,1.0,4.0,1,0.95,0.822,0.6225,0.2689,0.1775,0.7322,120.0
T-40267,2025-05-14,9.0,1.0,82.0,6.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,1,0.95,0.9153,0.6682,0.19,0.2221,0.8041,120.0
T-40268,2026-03-25,7.0,1.0,56.0,0.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,1,0.9117,0.5744,0.5744,0.5125,0.2268,0.5744,120.0
T-40269,2025-12-09,11.0,1.0,49.0,4.0,2.0,5.0,1.0,3.0,3.0,0.0,2.0,1,0.95,0.8402,0.8176,0.3894,0.158,0.83,120.0
T-40270,2026-04-21,9.0,3.0,43.0,6.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1,0.95,0.9153,0.6225,0.7006,0.1527,0.7835,120.0
T-40271,2025-06-22,3.0,1.0,68.0,6.0,3.0,3.0,9.0,3.0,0.0,0.0,1.0,1,0.95,0.9593,0.6682,0.5125,0.1756,0.8283,120.0
T-40272,2025-11-24,9.0,1.0,12.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1,0.9295,0.8429,0.3775,0.2789,0.1519,0.6335,120.0
T-40273,2025-08-28,7.0,2.0,43.0,5.0,1.0,0.0,7.0,5.0,1.0,2.0,0.0,1,0.95,0.941,0.475,0.31,0.2119,0.7313,120.0
T-40274,2025-11-20,7.0,1.0,72.0,5.0,4.0,4.0,6.0,4.0,2.0,0.0,2.0,1,0.95,0.9302,0.7858,0.6341,0.1795,0.8652,120.0
T-40275,2025-03-14,12.0,1.0,30.0,4.0,1.0,2.0,8.0,7.0,1.0,0.0,4.0,1,0.95,0.9526,0.7503,0.2789,0.1419,0.8615,120.0
T-40276,2025-08-06,9.0,2.0,35.0,3.0,0.0,4.0,5.0,4.0,0.0,1.0,5.0,1,0.95,0.8665,0.7858,0.2142,0.1727,0.8302,120.0
T-40277,2025-04-22,12.0,4.0,11.0,6.0,0.0,4.0,1.0,4.0,3.0,2.0,2.0,1,0.95,0.9198,0.7858,0.2689,0.1785,0.8595,120.0
T-40278,2025-05-05,4.0,2.0,45.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.8914,0.7171,0.3318,0.4256,0.2142,0.5437,120.0
T-40279,2026-04-12,5.0,3.0,46.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,1,0.8814,0.6201,0.525,0.343,0.2153,0.5773,120.0
T-40280,2026-03-14,4.0,3.0,58.0,6.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,0,0.95,0.8787,0.525,0.7006,0.1661,0.7195,120.0
T-40281,2025-09-17,11.0,4.0,33.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1,0.9267,0.7231,0.5744,0.3775,0.201,0.6562,120.0
T-40282,2026-01-23,7.0,2.0,47.0,6.0,2.0,2.0,7.0,5.0,0.0,0.0,3.0,1,0.95,0.9577,0.6682,0.4256,0.1562,0.8274,120.0
T-40283,2025-06-29,10.0,1.0,8.0,2.0,0.0,3.0,7.0,7.0,2.0,2.0,0.0,1,0.95,0.8765,0.8176,0.19,0.1756,0.85,120.0
T-40284,2025-05-28,6.0,2.0,14.0,7.0,4.0,2.0,6.0,1.0,1.0,0.0,4.0,1,0.95,0.9612,0.475,0.6682,0.1294,0.7424,120.0
T-40285,2025-04-27,6.0,3.0,8.0,4.0,3.0,5.0,4.0,7.0,2.0,1.0,0.0,1,0.95,0.8581,0.9089,0.5866,0.1485,0.881,120.0
T-40286,2026-04-04,6.0,3.0,65.0,0.0,3.0,3.0,0.0,7.0,3.0,2.0,2.0,1,0.95,0.4207,0.8176,0.5866,0.2375,0.5993,120.0
T-40287,2025-03-17,10.0,4.0,41.0,2.0,3.0,4.0,8.0,3.0,1.0,2.0,0.0,1,0.95,0.8947,0.7503,0.6225,0.2097,0.8297,120.0
T-40288,2025-08-04,2.0,1.0,24.0,3.0,1.0,1.0,9.0,5.0,0.0,1.0,2.0,1,0.95,0.8839,0.5744,0.2789,0.1625,0.7447,120.0
T-40289,2026-04-12,7.0,4.0,2.0,0.0,4.0,4.0,9.0,3.0,1.0,0.0,5.0,1,0.95,0.799,0.7503,0.7311,0.1206,0.7771,120.0
T-40290,2025-09-06,7.0,2.0,12.0,1.0,3.0,3.0,2.0,7.0,2.0,1.0,4.0,1,0.95,0.6154,0.8176,0.5498,0.1519,0.7064,120.0
T-40291,2025-04-09,6.0,2.0,73.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,1,0.788,0.5963,0.3318,0.2142,0.1804,0.4773,120.0
T-40292,2026-04-14,5.0,2.0,13.0,7.0,3.0,5.0,7.0,3.0,0.0,1.0,1.0,1,0.95,0.9648,0.8176,0.5498,0.1527,0.8985,120.0
T-40293,2025-09-19,6.0,4.0,16.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,1,0.95,0.7171,0.6682,0.5,0.1553,0.6951,120.0
T-40294,2026-05-04,2.0,3.0,8.0,5.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,1,0.9358,0.8389,0.475,0.2405,0.1485,0.6751,120.0
T-40295,2026-02-03,12.0,2.0,48.0,4.0,0.0,0.0,6.0,7.0,1.0,0.0,2.0,1,0.95,0.9334,0.5744,0.2142,0.1571,0.7719,120.0
T-40296,2025-05-25,2.0,2.0,66.0,1.0,2.0,2.0,9.0,6.0,0.0,0.0,3.0,1,0.95,0.7908,0.7109,0.4256,0.1736,0.7549,120.0
T-40297,2025-05-17,7.0,4.0,19.0,0.0,3.0,5.0,7.0,2.0,3.0,2.0,1.0,1,0.95,0.735,0.7858,0.6225,0.1864,0.7579,120.0
T-40298,2025-12-10,11.0,4.0,86.0,0.0,4.0,4.0,9.0,6.0,1.0,1.0,3.0,1,0.95,0.8455,0.8455,0.7311,0.2268,0.8455,120.0
T-40299,2025-06-04,4.0,1.0,68.0,2.0,2.0,2.0,5.0,7.0,0.0,0.0,4.0,1,0.95,0.754,0.7503,0.3894,0.1756,0.7523,120.0
T-40300,2025-07-24,3.0,3.0,3.0,5.0,3.0,2.0,1.0,7.0,0.0,2.0,0.0,1,0.95,0.7974,0.7503,0.5866,0.1708,0.7762,120.0
T-40301,2025-08-06,9.0,3.0,86.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,4.0,1,0.8819,0.7311,0.3318,0.343,0.2268,0.5514,120.0
T-40302,2025-05-04,12.0,3.0,70.0,3.0,4.0,3.0,6.0,5.0,1.0,1.0,2.0,1,0.95,0.908,0.7503,0.7006,0.2086,0.837,120.0
T-40303,2026-03-19,13.0,3.0,16.0,4.0,4.0,2.0,9.0,3.0,1.0,2.0,5.0,1,0.95,0.963,0.5744,0.7006,0.1834,0.7882,120.0
