external_id,customer_id,amount,currency,stage,source,owner_id,created_at,close_date,last_contact_days_ago,engagement_score,sales_rep_available,industry,num_interactions,converted
opp_229,cust_123,9765.67,AED,negotiation,inbound,rep_10,2025-10-12,2025-12-13,22,0.28,True,logistics,18,1
opp_230,cust_97,6894.6,AED,qualification,partner,rep_3,2025-02-28,2025-03-23,29,0.46,True,healthcare,12,0
opp_231,cust_26,7800.11,AED,closed_lost,inbound,rep_6,2025-11-12,2026-01-20,36,0.21,True,retail,14,0
opp_232,cust_147,6685.27,AED,qualification,website,rep_9,2025-05-07,2025-06-02,9,0.34,True,retail,0,1
opp_233,cust_79,5663.7,AED,prospecting,inbound,rep_7,2025-02-16,2025-05-01,15,0.38,True,logistics,4,0
opp_234,cust_68,8308.0,AED,qualification,website,rep_4,2025-01-28,2025-03-16,4,0.3,True,healthcare,11,0
opp_235,cust_138,12599.04,AED,prospecting,inbound,rep_11,2025-07-23,2025-10-11,16,0.72,True,finance,0,0
opp_236,cust_115,10151.24,AED,proposal,outbound,rep_3,2025-10-25,2025-11-26,7,0.4,True,retail,8,1
opp_237,cust_143,16994.5,AED,closed_lost,outbound,rep_7,2026-01-13,2026-02-04,19,0.71,True,saas,13,0
opp_238,cust_151,10370.09,AED,proposal,inbound,rep_10,2025-08-06,2025-09-08,15,0.53,True,telecom,1,1
opp_239,cust_122,18337.28,AED,closed_lost,website,rep_1,2025-12-07,2026-02-21,0,0.62,False,finance,14,0
opp_240,cust_122,3519.78,AED,prospecting,website,rep_5,2025-12-25,2026-02-07,7,0.21,True,telecom,3,1
opp_241,cust_155,3885.8,AED,qualification,referral,rep_11,2025-06-19,2025-08-06,29,0.39,False,finance,12,0
opp_242,cust_135,10115.29,AED,prospecting,partner,rep_10,2025-06-14,2025-08-31,11,0.29,False,retail,0,0
opp_243,cust_32,13883.72,AED,closed_won,outbound,rep_11,2025-08-31,2025-11-17,5,0.64,False,saas,0,1
opp_244,cust_177,11619.63,AED,proposal,partner,rep_2,2025-03-30,2025-05-16,20,0.68,True,finance,17,0
opp_245,cust_175,3601.82,AED,prospecting,website,rep_1,2025-09-25,2025-10-11,5,0.58,True,retail,8,0
opp_246,cust_97,97029.99,AED,negotiation,website,rep_6,2026-01-05,2026-02-23,14,0.7,True,retail,4,1
opp_247,cust_156,34340.56,AED,proposal,website,rep_5,2025-07-16,2025-10-09,3,0.65,True,telecom,12,1
opp_248,cust_133,17810.4,AED,proposal,referral,rep_4,2026-01-05,2026-02-26,26,0.71,True,healthcare,7,1
opp_249,cust_147,6021.73,AED,qualification,referral,rep_4,2025-07-23,2025-08-10,0,0.4,True,logistics,0,0
opp_250,cust_143,22582.13,AED,qualification,website,rep_3,2025-06-08,2025-07-13,4,0.0,True,finance,3,0
opp_251,cust_79,39680.44,AED,prospecting,referral,rep_7,2025-04-29,2025-06-27,0,0.51,True,saas,18,1
opp_252,cust_19,7594.5,AED,qualification,website,rep_8,2025-10-31,2026-01-27,6,0.27,True,healthcare,17,0
opp_253,cust_47,24329.99,AED,prospecting,partner,rep_2,2025-10-24,2026-01-04,10,0.33,True,logistics,9,1
opp_254,cust_126,3168.95,AED,closed_lost,referral,rep_2,2025-04-02,2025-06-28,11,0.46,False,finance,7,0
opp_255,cust_89,10279.92,AED,proposal,partner,rep_5,2025-01-08,2025-02-22,16,0.32,False,finance,14,1
opp_256,cust_87,7032.43,AED,proposal,referral,rep_7,2026-01-13,2026-04-03,21,0.56,True,retail,16,1
opp_257,cust_6,8515.48,AED,qualification,partner,rep_10,2026-01-13,2026-02-12,16,0.46,True,telecom,18,1
opp_258,cust_168,23489.97,AED,qualification,inbound,rep_1,2025-11-06,2025-11-26,1,0.39,False,telecom,13,0
opp_259,cust_180,8904.43,AED,qualification,partner,rep_3,2025-09-29,2025-11-16,17,0.67,True,telecom,6,0
opp_260,cust_52,5486.06,AED,proposal,website,rep_6,2025-04-18,2025-06-04,15,0.41,True,saas,9,0
opp_261,cust_26,12563.51,AED,prospecting,website,rep_5,2025-02-21,2025-05-11,12,0.4,True,finance,12,1
opp_262,cust_30,19171.24,AED,closed_lost,referral,rep_2,2025-12-18,2026-02-10,11,0.47,True,telecom,9,0
opp_263,cust_47,32980.17,AED,prospecting,outbound,rep_2,2025-02-22,2025-04-24,6,0.48,True,finance,4,0
opp_264,cust_16,4336.03,AED,qualification,partner,rep_3,2025-04-01,2025-04-29,7,0.73,False,healthcare,2,1
opp_265,cust_81,4493.85,AED,proposal,website,rep_1,2025-01-29,2025-02-20,6,0.49,True,logistics,4,1
opp_266,cust_64,10652.72,AED,proposal,website,rep_8,2025-11-18,2025-12-14,10,0.69,True,logistics,4,1
opp_267,cust_20,12139.95,AED,negotiation,outbound,rep_8,2025-09-03,2025-11-19,1,0.7,True,saas,9,0
opp_268,cust_147,4461.12,AED,closed_lost,inbound,rep_8,2025-02-15,2025-04-28,0,0.54,False,finance,7,0
opp_269,cust_144,2874.97,AED,proposal,inbound,rep_4,2025-02-21,2025-04-14,9,0.91,True,finance,13,0
opp_270,cust_169,18378.87,AED,closed_lost,referral,rep_6,2026-02-02,2026-05-03,20,0.57,True,telecom,0,0
opp_271,cust_127,10845.11,AED,prospecting,outbound,rep_3,2025-03-01,2025-03-20,12,0.76,True,logistics,2,0
opp_272,cust_163,5646.36,AED,negotiation,inbound,rep_11,2026-01-28,2026-04-05,11,0.26,True,finance,11,1
opp_273,cust_45,21739.51,AED,proposal,website,rep_12,2025-09-23,2025-10-29,10,0.66,True,telecom,1,0
opp_274,cust_88,21760.29,AED,qualification,website,rep_5,2025-11-13,2025-12-28,5,0.55,True,retail,5,1
opp_275,cust_160,44506.08,AED,prospecting,website,rep_12,2025-10-16,2025-11-26,0,0.44,True,saas,5,1
opp_276,cust_91,30014.0,AED,closed_lost,outbound,rep_9,2025-12-27,2026-02-20,26,0.88,True,healthcare,7,0
opp_277,cust_14,9005.5,AED,closed_lost,partner,rep_11,2025-03-01,2025-03-18,0,0.34,False,saas,0,0
opp_278,cust_116,15199.09,AED,negotiation,outbound,rep_2,2025-10-10,2025-10-28,27,0.45,True,logistics,7,1
opp_279,cust_100,16378.77,AED,negotiation,outbound,rep_7,2025-12-12,2026-01-01,0,0.54,True,logistics,8,0
opp_280,cust_140,21529.8,AED,qualification,website,rep_12,2025-05-01,2025-07-01,27,0.93,True,logistics,10,0
opp_281,cust_68,13637.24,AED,closed_lost,referral,rep_3,2025-01-26,2025-04-04,21,0.0,False,saas,19,0
opp_282,cust_147,5356.53,AED,prospecting,partner,rep_9,2025-02-01,2025-03-25,10,0.8,True,logistics,5,1
opp_283,cust_170,10793.69,AED,qualification,outbound,rep_6,2025-07-03,2025-08-14,8,0.81,True,saas,8,0
opp_284,cust_175,4998.11,AED,prospecting,website,rep_6,2025-11-16,2025-12-31,0,0.42,True,telecom,4,0
opp_285,cust_167,10249.43,AED,qualification,website,rep_4,2025-09-12,2025-10-01,9,0.54,True,telecom,0,1
opp_286,cust_109,11013.6,AED,closed_lost,outbound,rep_2,2025-04-23,2025-06-03,28,0.51,True,logistics,6,0
opp_287,cust_65,9197.9,AED,closed_won,partner,rep_9,2025-02-19,2025-03-14,0,0.23,False,retail,7,1
opp_288,cust_165,9119.68,AED,closed_won,partner,rep_12,2025-12-16,2026-01-14,1,0.42,True,logistics,12,1
opp_289,cust_170,11826.69,AED,proposal,inbound,rep_1,2025-08-18,2025-10-19,21,0.39,True,healthcare,6,1
opp_290,cust_3,5050.42,AED,prospecting,partner,rep_9,2025-06-07,2025-08-07,17,0.87,True,retail,0,0
opp_291,cust_166,2574.48,AED,prospecting,inbound,rep_9,2026-01-12,2026-03-11,7,0.35,False,retail,5,1
opp_292,cust_149,10765.25,AED,qualification,referral,rep_8,2025-02-09,2025-03-27,14,0.52,True,saas,10,1
opp_293,cust_146,8480.45,AED,prospecting,outbound,rep_6,2025-06-11,2025-09-07,20,0.8,True,finance,11,1
opp_294,cust_85,16493.63,AED,prospecting,referral,rep_8,2025-07-09,2025-08-09,12,0.44,True,saas,11,0
opp_295,cust_161,16332.21,AED,negotiation,partner,rep_2,2025-10-08,2025-11-16,10,0.42,True,telecom,0,1
opp_296,cust_139,14922.76,AED,closed_won,inbound,rep_8,2025-01-24,2025-04-18,17,0.29,True,retail,1,1
opp_297,cust_62,9911.82,AED,qualification,outbound,rep_10,2025-07-11,2025-09-27,3,0.78,True,healthcare,9,1
opp_298,cust_125,17128.87,AED,prospecting,outbound,rep_4,2025-07-08,2025-07-27,22,0.46,False,saas,18,1
opp_299,cust_68,12074.96,AED,qualification,outbound,rep_10,2025-09-29,2025-11-17,10,0.16,True,retail,0,0
opp_300,cust_91,22776.52,AED,qualification,partner,rep_6,2025-07-17,2025-08-28,2,0.87,True,finance,13,1
opp_301,cust_31,12314.31,AED,closed_won,inbound,rep_11,2025-04-11,2025-05-15,11,0.43,True,saas,9,1
opp_302,cust_33,13481.7,AED,negotiation,partner,rep_10,2025-08-04,2025-08-20,6,0.63,True,retail,2,1
opp_303,cust_170,10235.44,AED,proposal,inbound,rep_5,2025-10-21,2025-11-06,8,0.65,True,retail,13,0
opp_304,cust_131,26739.38,AED,proposal,partner,rep_5,2025-10-31,2025-12-07,16,0.98,False,logistics,5,1
opp_305,cust_154,26740.82,AED,qualification,partner,rep_1,2025-04-06,2025-06-19,9,0.48,True,healthcare,6,0
opp_306,cust_95,28220.09,AED,proposal,inbound,rep_1,2025-01-06,2025-03-16,24,0.63,True,finance,12,1
opp_307,cust_123,27876.8,AED,qualification,partner,rep_4,2025-02-25,2025-05-04,2,0.6,True,telecom,1,1
opp_308,cust_2,32621.34,AED,qualification,website,rep_7,2025-10-28,2026-01-16,6,0.36,True,logistics,9,1
opp_309,cust_102,20733.54,AED,closed_won,partner,rep_4,2025-07-12,2025-08-30,16,0.47,True,healthcare,5,1
opp_310,cust_115,17104.23,AED,proposal,referral,rep_12,2025-03-17,2025-04-15,1,0.41,True,telecom,5,0
opp_311,cust_38,4102.89,AED,prospecting,partner,rep_8,2025-11-27,2025-12-11,0,0.64,True,finance,2,0
opp_312,cust_153,4017.41,AED,prospecting,referral,rep_1,2025-07-30,2025-10-18,12,0.33,True,retail,10,1
opp_313,cust_158,1813.9,AED,negotiation,partner,rep_3,2025-09-24,2025-12-13,13,0.98,True,saas,13,1
opp_314,cust_52,6323.14,AED,qualification,inbound,rep_9,2025-12-14,2026-02-16,16,0.44,False,logistics,7,1
opp_315,cust_104,3667.15,AED,prospecting,inbound,rep_10,2025-05-01,2025-06-08,7,0.21,False,retail,1,0
opp_316,cust_148,7961.35,AED,qualification,inbound,rep_5,2025-09-25,2025-11-10,0,0.44,True,finance,5,0
opp_317,cust_163,11017.05,AED,proposal,outbound,rep_4,2025-03-06,2025-04-22,0,0.58,True,retail,2,1
opp_318,cust_46,7091.76,AED,closed_won,partner,rep_8,2025-12-16,2026-02-11,23,0.61,True,retail,6,1
opp_319,cust_52,14359.15,AED,closed_won,referral,rep_4,2025-05-09,2025-06-25,27,0.7,True,saas,10,1
opp_320,cust_124,29110.0,AED,prospecting,inbound,rep_6,2025-01-09,2025-04-02,14,0.49,True,finance,9,0
opp_321,cust_109,7050.08,AED,closed_won,website,rep_8,2025-10-28,2025-11-27,3,0.72,True,telecom,19,1
opp_322,cust_3,9335.36,AED,proposal,partner,rep_1,2025-09-28,2025-12-09,23,0.5,True,finance,1,0
opp_323,cust_96,7856.66,AED,proposal,referral,rep_6,2025-08-11,2025-09-20,27,0.27,True,saas,9,0
opp_324,cust_98,6890.36,AED,proposal,website,rep_4,2025-05-24,2025-07-07,20,0.71,False,logistics,12,1
opp_325,cust_146,10647.56,AED,prospecting,inbound,rep_1,2025-09-12,2025-11-03,22,0.67,True,logistics,17,1
opp_326,cust_144,13140.66,AED,prospecting,outbound,rep_9,2025-06-26,2025-08-12,16,0.54,True,saas,2,0
opp_327,cust_173,12832.72,AED,qualification,partner,rep_9,2025-04-05,2025-05-25,25,0.87,True,logistics,11,1
opp_328,cust_157,11907.94,AED,proposal,inbound,rep_10,2025-04-01,2025-05-28,5,0.52,True,telecom,10,1
opp_329,cust_134,12560.99,AED,prospecting,referral,rep_8,2025-08-21,2025-10-20,20,0.58,True,retail,6,0
opp_330,cust_22,27094.04,AED,closed_won,outbound,rep_2,2025-01-19,2025-03-24,9,0.72,True,retail,0,1
opp_331,cust_139,18794.34,AED,prospecting,partner,rep_5,2025-09-06,2025-11-18,19,0.49,True,retail,6,0
opp_332,cust_164,15247.35,AED,closed_lost,website,rep_9,2025-10-21,2025-12-29,17,0.85,True,saas,14,0
opp_333,cust_123,6952.18,AED,proposal,outbound,rep_5,2025-01-10,2025-03-27,1,0.63,False,finance,5,0
opp_334,cust_42,7646.93,AED,negotiation,website,rep_12,2025-10-20,2025-12-28,12,0.68,True,finance,8,1
opp_335,cust_106,13493.59,AED,closed_won,outbound,rep_4,2026-01-21,2026-04-13,22,0.53,True,retail,8,1
opp_336,cust_13,4791.72,AED,prospecting,inbound,rep_9,2025-04-12,2025-06-06,2,0.92,False,telecom,2,1
opp_337,cust_119,9781.85,AED,qualification,outbound,rep_12,2025-06-14,2025-08-30,0,0.47,True,saas,8,0
opp_338,cust_4,3746.5,AED,prospecting,outbound,rep_2,2025-04-14,2025-05-30,28,0.68,True,logistics,10,0
opp_339,cust_80,2298.66,AED,qualification,partner,rep_6,2025-04-22,2025-07-05,44,0.56,False,logistics,10,0
opp_340,cust_61,12180.59,AED,prospecting,website,rep_11,2025-02-01,2025-03-14,4,0.89,True,telecom,7,0
opp_341,cust_23,13559.42,AED,prospecting,referral,rep_4,2025-12-24,2026-03-24,6,0.36,False,telecom,8,1
opp_342,cust_28,11612.31,AED,negotiation,referral,rep_3,2025-12-02,2026-01-04,42,1.0,True,saas,0,0
opp_343,cust_144,8128.7,AED,closed_lost,referral,rep_5,2025-01-26,2025-04-12,1,0.63,True,finance,10,0
opp_344,cust_136,7429.44,AED,prospecting,outbound,rep_3,2025-11-08,2026-01-31,3,0.86,True,saas,6,1
opp_345,cust_138,15297.37,AED,proposal,partner,rep_7,2026-01-10,2026-02-01,12,0.86,True,logistics,5,1
opp_346,cust_12,8435.81,AED,proposal,website,rep_3,2025-02-24,2025-05-15,16,0.65,False,telecom,11,0
opp_347,cust_57,9583.29,AED,prospecting,partner,rep_10,2025-11-04,2025-12-20,14,0.57,True,telecom,4,1
opp_348,cust_107,20945.38,AED,closed_lost,outbound,rep_6,2025-11-29,2025-12-20,0,0.38,True,telecom,0,0
opp_349,cust_49,4865.85,AED,closed_won,referral,rep_4,2025-02-26,2025-04-10,9,0.2,True,retail,9,1
opp_350,cust_180,35050.33,AED,proposal,outbound,rep_11,2025-10-28,2025-12-26,0,0.47,True,telecom,5,0
opp_351,cust_84,60164.57,AED,prospecting,outbound,rep_6,2025-06-16,2025-09-08,8,0.3,True,logistics,4,0
opp_352,cust_116,2284.11,AED,qualification,referral,rep_8,2026-01-22,2026-03-09,2,0.32,True,telecom,3,1
opp_353,cust_177,7272.49,AED,negotiation,referral,rep_5,2025-06-16,2025-07-02,5,0.33,True,healthcare,12,0
opp_354,cust_66,8093.49,AED,proposal,website,rep_5,2025-07-12,2025-10-08,13,0.54,False,finance,9,1
opp_355,cust_77,34893.72,AED,proposal,outbound,rep_1,2025-10-28,2025-11-23,0,0.52,True,healthcare,8,0
opp_356,cust_155,22164.14,AED,qualification,inbound,rep_1,2025-03-08,2025-04-20,19,0.42,True,logistics,5,0
opp_357,cust_153,13101.21,AED,qualification,referral,rep_10,2025-12-16,2026-02-18,10,0.36,True,retail,3,0
opp_358,cust_103,8832.13,AED,qualification,partner,rep_9,2025-10-13,2025-12-17,17,0.47,True,logistics,11,1
opp_359,cust_148,10284.89,AED,prospecting,outbound,rep_2,2025-05-22,2025-07-30,12,0.4,False,finance,2,0
opp_360,cust_114,22254.48,AED,qualification,referral,rep_10,2025-04-02,2025-05-30,15,0.73,False,telecom,12,1
opp_361,cust_138,4235.13,AED,closed_lost,outbound,rep_4,2025-01-17,2025-03-14,21,0.62,True,healthcare,8,0
opp_362,cust_170,2369.14,AED,negotiation,website,rep_9,2025-01-15,2025-03-18,0,0.12,False,retail,8,0
opp_363,cust_5,3767.75,AED,prospecting,outbound,rep_5,2025-05-24,2025-07-23,0,0.62,True,logistics,14,0
opp_364,cust_51,25365.0,AED,qualification,partner,rep_9,2025-11-07,2026-01-28,0,0.66,True,healthcare,7,1
opp_365,cust_129,13951.67,AED,closed_lost,inbound,rep_5,2025-06-09,2025-07-23,17,1.0,True,logistics,6,0
opp_366,cust_98,7250.57,AED,qualification,partner,rep_9,2025-07-26,2025-08-26,26,0.79,True,healthcare,2,1
opp_367,cust_149,12452.98,AED,closed_won,outbound,rep_9,2025-03-14,2025-04-23,18,0.3,True,retail,4,1
opp_368,cust_145,23457.82,AED,closed_won,referral,rep_3,2026-02-04,2026-03-08,3,0.63,True,healthcare,0,1
opp_369,cust_49,21916.55,AED,proposal,inbound,rep_2,2026-01-22,2026-03-12,29,0.72,False,telecom,8,1
opp_370,cust_177,13825.76,AED,negotiation,website,rep_8,2025-05-04,2025-05-21,1,0.59,False,healthcare,3,1
opp_371,cust_57,5677.08,AED,proposal,referral,rep_12,2025-01-13,2025-03-02,21,0.64,True,retail,5,0
opp_372,cust_64,8181.28,AED,negotiation,inbound,rep_7,2025-12-24,2026-02-17,23,0.57,True,telecom,19,0
opp_373,cust_116,11171.12,AED,proposal,partner,rep_8,2026-01-01,2026-01-19,2,0.51,True,telecom,14,1
opp_374,cust_113,18741.61,AED,closed_won,outbound,rep_7,2025-09-27,2025-10-17,2,0.44,True,saas,7,1
opp_375,cust_150,8746.54,AED,proposal,partner,rep_12,2025-02-21,2025-05-10,33,0.41,True,finance,4,1
opp_376,cust_32,5425.34,AED,qualification,partner,rep_2,2026-01-05,2026-02-08,22,0.11,False,finance,8,0
opp_377,cust_86,23606.31,AED,proposal,inbound,rep_10,2025-07-19,2025-08-07,10,0.34,True,retail,9,0
opp_378,cust_47,8605.34,AED,prospecting,outbound,rep_2,2026-02-03,2026-04-15,18,0.3,True,retail,15,0
opp_379,cust_117,12784.7,AED,prospecting,referral,rep_7,2025-04-27,2025-07-25,12,0.81,True,healthcare,0,0
opp_380,cust_15,23359.76,AED,proposal,outbound,rep_11,2025-04-22,2025-05-12,17,0.55,True,retail,5,1
opp_381,cust_178,8766.08,AED,closed_won,website,rep_12,2025-12-16,2026-02-04,4,0.65,True,healthcare,9,1
opp_382,cust_17,1500,AED,prospecting,partner,rep_5,2025-02-09,2025-04-18,11,0.52,True,telecom,3,0
opp_383,cust_124,2870.38,AED,negotiation,referral,rep_12,2025-11-24,2026-02-13,21,0.44,True,logistics,8,0
opp_384,cust_162,12575.55,AED,qualification,website,rep_8,2025-03-13,2025-06-07,16,0.7,True,retail,4,0
opp_385,cust_86,11740.55,AED,closed_won,outbound,rep_6,2025-04-22,2025-06-28,0,0.39,True,logistics,9,1
opp_386,cust_30,4714.08,AED,prospecting,outbound,rep_11,2025-10-14,2025-12-08,9,0.55,True,finance,4,0
opp_387,cust_124,26200.36,AED,negotiation,website,rep_3,2025-09-05,2025-09-23,7,0.95,True,healthcare,11,1
opp_388,cust_81,57910.98,AED,closed_won,partner,rep_9,2025-06-08,2025-09-02,14,0.94,True,retail,2,1
opp_389,cust_79,25807.78,AED,proposal,referral,rep_12,2025-07-24,2025-08-30,0,0.69,True,logistics,0,1
opp_390,cust_45,4006.85,AED,prospecting,partner,rep_2,2025-06-09,2025-07-20,29,1.0,True,telecom,13,1
opp_391,cust_26,17782.19,AED,negotiation,inbound,rep_9,2025-06-22,2025-07-24,12,0.5,True,retail,2,0
opp_392,cust_86,10167.42,AED,prospecting,inbound,rep_8,2025-01-28,2025-04-28,0,0.58,True,telecom,9,0
opp_393,cust_172,5978.75,AED,proposal,referral,rep_2,2025-10-05,2025-11-28,14,0.92,True,retail,5,1
opp_394,cust_73,3485.02,AED,qualification,inbound,rep_10,2025-10-14,2025-12-07,24,0.43,True,telecom,6,1
opp_395,cust_153,4122.44,AED,qualification,referral,rep_10,2025-02-19,2025-04-28,11,0.48,True,logistics,18,1
opp_396,cust_120,2207.53,AED,negotiation,website,rep_10,2025-10-06,2025-10-30,6,0.64,False,logistics,11,0
opp_397,cust_171,18778.29,AED,proposal,partner,rep_6,2025-07-11,2025-09-13,25,0.43,True,saas,8,1
opp_398,cust_33,8381.52,AED,proposal,inbound,rep_9,2025-05-30,2025-07-27,16,0.3,False,logistics,8,0
opp_399,cust_124,11416.19,AED,negotiation,referral,rep_7,2025-05-10,2025-08-02,10,0.47,False,retail,6,1
opp_400,cust_172,11189.15,AED,closed_won,website,rep_2,2025-12-27,2026-02-09,0,0.78,True,logistics,13,1
opp_401,cust_176,8999.51,AED,proposal,partner,rep_10,2025-08-01,2025-08-23,20,0.77,True,finance,6,0
opp_402,cust_148,6011.07,AED,qualification,inbound,rep_8,2025-10-05,2025-11-25,27,0.64,True,logistics,12,1
opp_403,cust_33,8059.82,AED,closed_won,referral,rep_5,2025-01-10,2025-03-30,2,0.11,False,healthcare,3,1
opp_404,cust_152,2927.18,AED,closed_lost,inbound,rep_7,2025-01-21,2025-03-06,6,1.0,True,logistics,0,0
opp_405,cust_172,15135.49,AED,qualification,partner,rep_3,2025-07-09,2025-09-14,14,0.41,False,telecom,9,1
opp_406,cust_179,2454.94,AED,negotiation,outbound,rep_10,2025-08-06,2025-10-17,9,0.66,True,healthcare,2,0
opp_407,cust_69,9036.11,AED,prospecting,website,rep_7,2025-09-18,2025-11-01,20,0.19,True,healthcare,5,0
opp_408,cust_135,4040.06,AED,qualification,inbound,rep_5,2025-12-25,2026-01-18,0,0.65,True,telecom,4,1
opp_409,cust_88,2482.05,AED,proposal,website,rep_9,2025-10-29,2025-12-21,17,0.76,True,finance,7,0
opp_410,cust_145,7359.42,AED,proposal,partner,rep_5,2025-12-27,2026-03-27,3,0.0,False,finance,5,0
opp_411,cust_72,7487.35,AED,proposal,website,rep_5,2025-09-21,2025-10-14,21,1.0,False,saas,10,0
opp_412,cust_45,3800.27,AED,qualification,referral,rep_5,2025-03-24,2025-06-03,16,0.26,True,retail,8,0
opp_413,cust_113,4635.32,AED,proposal,website,rep_12,2026-02-04,2026-04-08,5,0.68,True,retail,10,1
opp_414,cust_175,9113.35,AED,proposal,referral,rep_12,2025-09-06,2025-11-27,19,0.61,True,saas,9,1
opp_415,cust_26,3642.8,AED,prospecting,partner,rep_5,2025-05-25,2025-07-20,13,1.0,True,finance,0,1
opp_416,cust_3,5693.56,AED,proposal,outbound,rep_11,2025-12-25,2026-01-31,10,0.65,False,telecom,1,1
opp_417,cust_164,11522.17,AED,prospecting,inbound,rep_2,2025-11-06,2025-12-17,9,0.22,True,telecom,3,0
opp_418,cust_65,29931.99,AED,prospecting,website,rep_5,2025-04-10,2025-05-08,22,0.83,True,telecom,13,0
opp_419,cust_86,2620.2,AED,proposal,referral,rep_1,2025-05-27,2025-06-17,0,0.59,True,saas,3,1
opp_420,cust_111,11628.66,AED,prospecting,inbound,rep_4,2025-09-14,2025-10-11,0,0.22,True,telecom,8,1
opp_421,cust_171,5281.77,AED,closed_won,referral,rep_7,2025-03-23,2025-04-06,14,0.62,True,logistics,4,1
opp_422,cust_18,27923.3,AED,qualification,partner,rep_9,2025-08-17,2025-10-21,1,0.48,True,finance,5,0
opp_423,cust_88,7703.19,AED,closed_lost,partner,rep_2,2025-12-03,2025-12-28,20,0.75,True,saas,12,0
opp_424,cust_92,13033.78,AED,negotiation,outbound,rep_8,2025-07-24,2025-08-20,0,0.54,False,logistics,3,0
opp_425,cust_116,9761.49,AED,qualification,outbound,rep_1,2025-10-09,2025-12-01,17,0.64,False,telecom,6,0
opp_426,cust_149,14580.23,AED,qualification,inbound,rep_4,2025-12-19,2026-03-11,6,0.26,True,telecom,9,1
opp_427,cust_25,13069.33,AED,negotiation,partner,rep_8,2025-04-04,2025-04-24,2,0.41,True,healthcare,9,0
opp_428,cust_174,11478.24,AED,prospecting,inbound,rep_7,2025-04-19,2025-06-26,22,0.52,True,logistics,12,1
opp_429,cust_113,3229.49,AED,proposal,outbound,rep_4,2025-04-02,2025-06-02,35,0.3,True,telecom,8,0
opp_430,cust_122,18234.94,AED,prospecting,website,rep_12,2025-05-31,2025-08-06,7,0.62,False,retail,10,0
opp_431,cust_78,14895.33,AED,proposal,website,rep_6,2025-11-15,2025-12-10,14,0.4,True,healthcare,11,0
opp_432,cust_161,28011.09,AED,qualification,inbound,rep_11,2025-10-09,2025-12-26,39,0.85,True,telecom,6,1
opp_433,cust_112,12252.99,AED,prospecting,outbound,rep_5,2025-12-02,2026-01-31,0,0.32,True,finance,4,0
opp_434,cust_114,19260.0,AED,prospecting,inbound,rep_10,2025-03-06,2025-03-29,17,0.57,True,finance,6,0
opp_435,cust_125,8680.25,AED,prospecting,referral,rep_1,2025-04-28,2025-05-21,16,0.56,True,retail,8,0
opp_436,cust_52,2083.07,AED,prospecting,website,rep_6,2025-11-25,2026-01-23,2,0.71,False,logistics,9,0
opp_437,cust_164,1893.73,AED,proposal,referral,rep_10,2025-11-11,2025-12-15,26,0.83,True,healthcare,5,0
opp_438,cust_72,1500,AED,closed_lost,outbound,rep_1,2025-11-04,2026-01-17,28,0.58,True,logistics,13,0
opp_439,cust_11,3681.81,AED,closed_won,outbound,rep_8,2025-01-08,2025-03-16,23,0.41,True,healthcare,13,1
opp_440,cust_4,12859.17,AED,prospecting,website,rep_12,2025-09-16,2025-10-30,0,0.36,True,retail,13,1
opp_441,cust_117,4669.95,AED,prospecting,referral,rep_8,2025-10-25,2026-01-21,48,0.61,True,logistics,15,1
opp_442,cust_70,6329.43,AED,qualification,referral,rep_12,2025-10-04,2025-10-22,1,0.58,True,healthcare,2,1
opp_443,cust_159,64361.33,AED,proposal,outbound,rep_1,2025-03-03,2025-05-05,8,0.57,True,retail,13,1
opp_444,cust_149,5151.77,AED,negotiation,inbound,rep_12,2025-10-09,2025-11-06,0,0.31,True,logistics,4,0
opp_445,cust_32,4443.55,AED,negotiation,referral,rep_8,2025-09-11,2025-11-28,18,0.45,True,logistics,6,1
opp_446,cust_118,19504.55,AED,closed_won,referral,rep_2,2025-02-08,2025-03-18,2,0.39,False,retail,9,1
opp_447,cust_175,25324.0,AED,qualification,inbound,rep_9,2025-11-23,2025-12-09,17,0.69,True,finance,6,1
opp_448,cust_84,10254.56,AED,qualification,partner,rep_8,2025-10-29,2025-12-25,11,0.31,True,logistics,6,0
opp_449,cust_13,5809.74,AED,proposal,website,rep_3,2025-09-10,2025-11-10,14,0.37,True,finance,13,0
opp_450,cust_30,37299.33,AED,closed_lost,website,rep_1,2025-12-13,2026-01-15,26,0.84,True,healthcare,4,0
opp_451,cust_7,1500,AED,prospecting,referral,rep_7,2025-10-06,2025-11-27,16,0.45,True,retail,6,1
opp_452,cust_75,11075.57,AED,closed_lost,referral,rep_10,2025-12-03,2026-01-23,26,0.24,True,healthcare,19,0
opp_453,cust_57,12607.6,AED,negotiation,partner,rep_8,2025-01-18,2025-03-24,16,0.49,True,saas,6,0
opp_454,cust_115,20425.69,AED,prospecting,outbound,rep_11,2025-01-17,2025-02-10,5,0.56,True,telecom,6,0
opp_455,cust_96,21325.74,AED,closed_lost,partner,rep_1,2025-03-22,2025-05-29,20,0.62,True,saas,0,0
opp_456,cust_109,16192.79,AED,qualification,partner,rep_12,2025-08-06,2025-10-15,15,0.23,True,retail,6,0
opp_457,cust_119,4285.98,AED,closed_won,website,rep_12,2025-05-25,2025-07-31,15,0.68,True,retail,0,1
opp_458,cust_119,17246.29,AED,prospecting,partner,rep_4,2025-11-01,2025-12-23,9,0.62,False,telecom,13,0
