external_id,created_at,orders_30d,orders_90d,average_order_value,days_since_last_purchase,product_views_7d,cart_additions,cart_abandonments,email_clicks,discount_usage,website_sessions,mobile_sessions,category_preferences,price_sensitivity,campaign_exposure,historical_discount,expected_margin,purchased_7d,true_p0_purchase
S-30163,2025-02-06,0.0,1.0,111.38,51.0,6.0,3.0,3.0,0.0,2.0,10.0,9.0,5.0,0.5092,1.0,1.0,46.78,0,0.1604
S-30164,2026-05-26,2.0,7.0,106.4,18.0,3.0,3.0,0.0,4.0,1.0,10.0,7.0,2.0,0.3951,7.0,1.0,44.69,1,0.7089
S-30165,2026-05-18,4.0,4.0,28.77,6.0,38.0,3.0,1.0,2.0,3.0,17.0,2.0,1.0,0.574,4.0,1.0,12.09,1,0.9627
S-30166,2026-05-15,3.0,4.0,120.92,38.0,2.0,1.0,4.0,3.0,0.0,17.0,4.0,4.0,0.3656,5.0,0.0,50.79,1,0.3917
S-30167,2026-02-15,3.0,8.0,44.37,0.0,31.0,3.0,3.0,1.0,1.0,4.0,2.0,0.0,0.2665,3.0,1.0,18.63,1,0.8069
S-30168,2025-09-03,0.0,5.0,71.44,10.0,21.0,2.0,2.0,6.0,1.0,14.0,9.0,0.0,0.5063,6.0,1.0,30.01,1,0.7047
S-30169,2025-05-18,5.0,5.0,86.04,5.0,26.0,0.0,1.0,2.0,0.0,15.0,6.0,3.0,0.1976,3.0,1.0,36.14,1,0.8989
S-30170,2025-12-28,5.0,7.0,135.1,23.0,18.0,7.0,4.0,2.0,2.0,10.0,5.0,3.0,0.6363,7.0,0.0,56.74,1,0.918
S-30171,2025-07-27,1.0,6.0,18.16,34.0,34.0,4.0,4.0,6.0,0.0,12.0,0.0,3.0,0.4845,3.0,1.0,8.0,1,0.7577
S-30172,2025-02-01,4.0,9.0,30.04,43.0,35.0,3.0,4.0,0.0,2.0,10.0,5.0,5.0,0.3661,1.0,1.0,12.62,0,0.7079
S-30173,2026-04-29,0.0,5.0,81.39,33.0,26.0,4.0,1.0,3.0,3.0,13.0,9.0,5.0,0.6094,3.0,1.0,34.19,1,0.7016
S-30174,2026-05-20,1.0,7.0,47.77,42.0,12.0,5.0,0.0,7.0,3.0,16.0,11.0,4.0,0.397,1.0,1.0,20.06,1,0.8292
S-30175,2025-08-11,4.0,4.0,121.7,42.0,38.0,2.0,3.0,2.0,1.0,10.0,1.0,0.0,0.5831,5.0,0.0,51.11,1,0.7703
S-30176,2025-03-10,4.0,7.0,109.73,51.0,15.0,2.0,1.0,4.0,0.0,17.0,12.0,3.0,0.8126,3.0,1.0,46.09,0,0.7622
S-30177,2025-03-06,2.0,6.0,97.77,19.0,39.0,4.0,2.0,4.0,0.0,5.0,2.0,3.0,0.7173,6.0,1.0,41.06,1,0.8635
S-30178,2025-08-31,2.0,8.0,133.76,29.0,21.0,7.0,2.0,5.0,2.0,13.0,9.0,2.0,0.8357,4.0,1.0,56.18,1,0.9101
S-30179,2025-10-16,2.0,6.0,122.4,55.0,7.0,1.0,4.0,6.0,1.0,18.0,14.0,0.0,0.4251,4.0,0.0,51.41,0,0.3555
S-30180,2025-09-27,4.0,4.0,94.64,15.0,27.0,6.0,4.0,0.0,3.0,4.0,10.0,1.0,0.2092,5.0,1.0,39.75,1,0.8513
S-30181,2026-03-16,4.0,7.0,29.99,38.0,14.0,4.0,3.0,5.0,1.0,4.0,3.0,5.0,0.5029,4.0,1.0,12.59,1,0.713
S-30182,2025-10-03,3.0,9.0,34.91,48.0,25.0,7.0,2.0,3.0,0.0,3.0,5.0,5.0,0.5294,0.0,0.0,14.66,1,0.8191
S-30183,2025-11-25,1.0,2.0,88.95,36.0,35.0,2.0,3.0,3.0,3.0,10.0,0.0,4.0,0.2445,3.0,1.0,37.36,1,0.5769
S-30184,2026-01-31,0.0,7.0,24.34,51.0,4.0,3.0,0.0,2.0,2.0,10.0,5.0,3.0,0.2956,6.0,1.0,10.22,0,0.3026
S-30185,2025-12-28,2.0,3.0,133.02,19.0,1.0,2.0,1.0,1.0,2.0,16.0,6.0,2.0,0.5688,5.0,1.0,55.87,1,0.5708
S-30186,2026-01-26,3.0,4.0,121.46,51.0,8.0,5.0,4.0,6.0,0.0,10.0,5.0,0.0,0.4633,4.0,1.0,51.01,1,0.6306
S-30187,2025-12-08,4.0,9.0,54.14,36.0,35.0,1.0,4.0,9.0,1.0,9.0,9.0,0.0,0.6985,7.0,1.0,22.74,1,0.8205
S-30188,2025-09-21,3.0,4.0,127.01,0.0,10.0,6.0,3.0,4.0,2.0,17.0,12.0,5.0,0.5348,4.0,0.0,53.34,1,0.9289
S-30189,2025-02-22,3.0,8.0,93.62,23.0,14.0,1.0,4.0,2.0,2.0,4.0,0.0,2.0,0.4428,5.0,1.0,39.32,0,0.3811
S-30190,2026-04-20,1.0,1.0,82.68,13.0,31.0,1.0,4.0,1.0,1.0,7.0,8.0,1.0,0.8223,1.0,1.0,34.73,1,0.4514
S-30191,2025-09-25,5.0,8.0,90.31,16.0,23.0,0.0,2.0,7.0,2.0,7.0,12.0,4.0,0.6492,7.0,1.0,37.93,1,0.8442
S-30192,2026-02-23,1.0,8.0,137.32,21.0,15.0,2.0,2.0,0.0,0.0,19.0,14.0,4.0,0.7082,5.0,1.0,57.67,0,0.5708
S-30193,2025-02-03,5.0,5.0,80.47,53.0,22.0,5.0,4.0,4.0,0.0,5.0,11.0,0.0,0.544,7.0,0.0,33.8,1,0.7694
S-30194,2025-11-18,4.0,11.0,20.33,25.0,37.0,3.0,2.0,8.0,0.0,1.0,8.0,3.0,0.7378,1.0,1.0,8.54,1,0.9068
S-30195,2025-04-11,1.0,7.0,75.3,58.0,29.0,7.0,3.0,0.0,0.0,1.0,7.0,5.0,0.8518,3.0,0.0,31.63,1,0.505
S-30196,2025-07-23,3.0,9.0,37.52,44.0,22.0,1.0,4.0,8.0,2.0,8.0,5.0,0.0,0.4389,6.0,0.0,15.76,0,0.5671
S-30197,2026-04-25,4.0,5.0,124.0,38.0,1.0,2.0,3.0,9.0,3.0,17.0,6.0,3.0,0.4198,1.0,0.0,52.08,1,0.7484
S-30198,2025-11-26,0.0,1.0,123.3,1.0,38.0,5.0,2.0,8.0,1.0,7.0,0.0,0.0,0.321,4.0,1.0,51.79,1,0.9195
S-30199,2025-02-24,3.0,4.0,19.56,3.0,13.0,5.0,0.0,2.0,1.0,1.0,3.0,0.0,0.6618,0.0,1.0,8.21,1,0.8575
S-30200,2025-10-05,1.0,3.0,98.53,2.0,25.0,0.0,1.0,1.0,0.0,18.0,12.0,3.0,0.1768,0.0,0.0,41.38,1,0.7068
S-30201,2026-01-06,0.0,3.0,51.65,14.0,34.0,4.0,0.0,2.0,2.0,16.0,3.0,0.0,0.2199,7.0,1.0,21.69,1,0.8732
S-30202,2025-07-16,2.0,4.0,134.97,51.0,33.0,0.0,1.0,1.0,1.0,15.0,10.0,0.0,0.5701,4.0,1.0,56.69,0,0.5362
S-30203,2026-05-10,1.0,8.0,40.16,8.0,8.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,0.5666,1.0,0.0,16.87,1,0.3208
S-30204,2025-07-12,0.0,2.0,38.75,28.0,18.0,6.0,2.0,5.0,2.0,19.0,12.0,3.0,0.6341,0.0,1.0,16.28,1,0.832
S-30205,2026-02-21,4.0,6.0,115.82,51.0,27.0,2.0,2.0,8.0,3.0,18.0,12.0,4.0,0.3522,3.0,0.0,48.64,1,0.8771
S-30206,2025-03-31,4.0,6.0,136.53,14.0,39.0,6.0,3.0,6.0,0.0,8.0,12.0,4.0,0.1414,5.0,0.0,57.34,1,0.9686
S-30207,2025-08-30,5.0,7.0,63.19,23.0,32.0,4.0,1.0,8.0,2.0,18.0,10.0,2.0,0.7358,4.0,1.0,26.54,1,0.9819
S-30208,2025-08-05,3.0,10.0,114.38,11.0,20.0,6.0,4.0,5.0,1.0,3.0,3.0,0.0,0.4049,6.0,1.0,48.04,1,0.8526
S-30209,2025-08-14,0.0,3.0,28.09,12.0,11.0,3.0,4.0,1.0,1.0,16.0,8.0,2.0,0.4888,4.0,1.0,11.8,1,0.4452
S-30210,2025-07-30,4.0,6.0,77.71,14.0,28.0,1.0,4.0,3.0,2.0,12.0,4.0,4.0,0.3927,4.0,1.0,32.64,0,0.7773
S-30211,2025-09-07,4.0,9.0,111.28,27.0,38.0,3.0,1.0,7.0,3.0,18.0,4.0,4.0,0.4357,4.0,1.0,46.74,1,0.9672
S-30212,2026-02-24,2.0,5.0,95.22,13.0,24.0,5.0,3.0,9.0,2.0,3.0,4.0,1.0,0.9015,1.0,1.0,39.99,1,0.8738
S-30213,2025-03-08,1.0,7.0,94.57,33.0,3.0,4.0,1.0,5.0,0.0,12.0,4.0,1.0,0.9697,0.0,0.0,39.72,1,0.6142
S-30214,2025-06-05,5.0,11.0,121.9,4.0,30.0,4.0,0.0,0.0,3.0,10.0,5.0,1.0,0.7365,0.0,0.0,51.2,1,0.9597
S-30215,2025-10-09,1.0,1.0,24.4,17.0,12.0,7.0,1.0,9.0,0.0,10.0,14.0,5.0,0.7837,2.0,1.0,10.25,1,0.9187
S-30216,2026-02-24,0.0,2.0,30.52,28.0,14.0,0.0,4.0,3.0,0.0,16.0,7.0,5.0,0.2265,7.0,0.0,12.82,1,0.2497
S-30217,2025-07-01,0.0,5.0,106.19,49.0,26.0,3.0,2.0,4.0,0.0,18.0,9.0,0.0,0.3011,0.0,1.0,44.6,1,0.5927
S-30218,2025-09-20,5.0,12.0,59.29,41.0,32.0,0.0,0.0,2.0,1.0,17.0,0.0,5.0,0.7854,4.0,1.0,24.9,1,0.8659
S-30219,2025-12-16,0.0,7.0,20.68,32.0,23.0,5.0,0.0,4.0,3.0,19.0,11.0,2.0,0.9471,1.0,1.0,8.68,1,0.8507
S-30220,2025-11-18,1.0,8.0,57.11,2.0,29.0,6.0,4.0,3.0,0.0,18.0,13.0,2.0,0.5522,0.0,1.0,23.98,1,0.9089
S-30221,2026-05-13,2.0,7.0,88.74,11.0,6.0,5.0,2.0,7.0,2.0,14.0,12.0,1.0,0.1159,5.0,1.0,37.27,1,0.8705
S-30222,2025-08-12,4.0,4.0,109.54,8.0,17.0,6.0,2.0,2.0,2.0,11.0,2.0,4.0,0.9356,6.0,0.0,46.01,1,0.9321
S-30223,2026-01-15,0.0,2.0,55.72,57.0,33.0,7.0,3.0,6.0,3.0,9.0,11.0,3.0,0.3449,1.0,0.0,23.4,1,0.7417
S-30224,2025-07-14,2.0,6.0,46.86,32.0,38.0,0.0,2.0,3.0,2.0,9.0,0.0,5.0,0.4697,1.0,1.0,19.68,1,0.6177
S-30225,2026-02-17,3.0,4.0,128.49,42.0,31.0,5.0,2.0,0.0,0.0,19.0,6.0,2.0,0.092,5.0,1.0,53.97,1,0.8744
S-30226,2025-01-04,3.0,3.0,26.51,59.0,38.0,1.0,3.0,1.0,1.0,13.0,9.0,0.0,0.6993,3.0,1.0,11.14,1,0.5535
S-30227,2026-04-03,4.0,5.0,119.46,54.0,23.0,6.0,0.0,6.0,3.0,14.0,4.0,3.0,0.3456,4.0,1.0,50.17,1,0.9432
S-30228,2025-01-09,0.0,7.0,22.7,19.0,9.0,5.0,3.0,6.0,3.0,14.0,6.0,3.0,0.3826,5.0,1.0,9.53,0,0.6868
S-30229,2026-03-01,2.0,3.0,134.51,24.0,21.0,6.0,0.0,3.0,3.0,1.0,2.0,5.0,0.2698,7.0,1.0,56.49,1,0.8375
S-30230,2025-04-27,5.0,7.0,135.73,31.0,39.0,4.0,0.0,8.0,3.0,18.0,10.0,5.0,0.5428,5.0,1.0,57.01,1,0.9865
S-30231,2026-01-20,3.0,5.0,102.3,35.0,25.0,6.0,2.0,4.0,2.0,19.0,4.0,5.0,0.7083,7.0,0.0,42.96,1,0.9331
S-30232,2026-03-15,5.0,5.0,136.69,20.0,38.0,4.0,4.0,0.0,3.0,6.0,1.0,2.0,0.8474,4.0,0.0,57.41,1,0.8776
S-30233,2025-12-20,5.0,12.0,35.73,26.0,5.0,4.0,4.0,5.0,1.0,7.0,9.0,1.0,0.247,1.0,1.0,15.01,1,0.7613
S-30234,2025-05-05,5.0,12.0,77.19,44.0,27.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,0.7899,2.0,1.0,32.42,0,0.5622
S-30235,2026-03-19,4.0,4.0,125.85,0.0,19.0,5.0,2.0,2.0,3.0,16.0,10.0,3.0,0.2346,5.0,1.0,52.86,1,0.9488
S-30236,2026-02-18,3.0,9.0,129.17,57.0,6.0,1.0,1.0,3.0,0.0,1.0,13.0,0.0,0.4651,3.0,0.0,54.25,0,0.2583
S-30237,2026-03-28,1.0,7.0,25.78,20.0,36.0,3.0,2.0,2.0,1.0,3.0,6.0,3.0,0.7388,2.0,0.0,10.83,1,0.6704
S-30238,2026-03-05,2.0,2.0,127.89,23.0,4.0,5.0,0.0,3.0,1.0,13.0,10.0,2.0,0.5145,3.0,1.0,53.71,1,0.8061
S-30239,2025-12-24,3.0,4.0,118.37,22.0,19.0,6.0,1.0,8.0,1.0,17.0,2.0,2.0,0.0386,6.0,1.0,49.72,1,0.9644
S-30240,2025-07-29,4.0,8.0,92.69,16.0,13.0,2.0,3.0,4.0,0.0,2.0,0.0,4.0,0.7707,1.0,1.0,38.93,1,0.6502
S-30241,2025-03-05,2.0,4.0,66.48,27.0,28.0,1.0,2.0,2.0,3.0,19.0,8.0,2.0,0.8941,0.0,1.0,27.92,1,0.7241
S-30242,2025-08-14,3.0,4.0,114.46,36.0,27.0,6.0,4.0,4.0,1.0,13.0,10.0,3.0,0.5858,6.0,1.0,48.07,1,0.8688
S-30243,2025-07-22,0.0,2.0,44.58,33.0,17.0,1.0,0.0,5.0,3.0,2.0,1.0,4.0,0.6256,0.0,0.0,18.72,0,0.367
S-30244,2025-03-13,3.0,6.0,113.83,25.0,4.0,6.0,3.0,6.0,1.0,15.0,1.0,4.0,0.6678,4.0,0.0,47.81,1,0.8612
S-30245,2026-01-13,1.0,1.0,29.69,54.0,1.0,0.0,3.0,3.0,3.0,8.0,9.0,5.0,0.7579,0.0,0.0,12.47,0,0.1016
S-30246,2025-06-11,2.0,8.0,23.86,5.0,26.0,1.0,3.0,4.0,0.0,5.0,9.0,2.0,0.4008,5.0,1.0,10.02,0,0.6491
S-30247,2025-07-30,0.0,4.0,101.94,44.0,18.0,5.0,1.0,3.0,1.0,13.0,11.0,0.0,0.6916,7.0,0.0,42.81,1,0.6318
S-30248,2025-08-05,3.0,3.0,113.98,45.0,11.0,6.0,2.0,6.0,2.0,11.0,1.0,4.0,0.0497,4.0,1.0,47.87,1,0.8299
S-30249,2025-05-30,1.0,8.0,135.83,52.0,28.0,2.0,4.0,2.0,3.0,7.0,7.0,5.0,0.2069,3.0,1.0,57.05,0,0.2911
S-30250,2026-04-25,4.0,9.0,54.62,38.0,5.0,4.0,0.0,2.0,3.0,6.0,4.0,1.0,0.5916,3.0,0.0,22.94,1,0.7251
S-30251,2025-03-03,5.0,12.0,127.21,20.0,13.0,0.0,0.0,4.0,0.0,18.0,7.0,5.0,0.3316,6.0,0.0,53.43,1,0.8732
S-30252,2026-02-26,0.0,4.0,23.43,30.0,16.0,4.0,1.0,0.0,3.0,5.0,14.0,5.0,0.5673,3.0,1.0,9.84,1,0.4231
S-30253,2025-12-20,5.0,9.0,102.68,32.0,16.0,1.0,4.0,1.0,1.0,12.0,14.0,4.0,0.514,2.0,0.0,43.13,1,0.6059
S-30254,2025-11-23,1.0,7.0,112.51,39.0,24.0,6.0,1.0,4.0,2.0,15.0,0.0,0.0,0.8955,6.0,1.0,47.25,0,0.8551
S-30255,2025-05-10,4.0,9.0,64.96,28.0,29.0,2.0,3.0,0.0,0.0,12.0,6.0,2.0,0.4249,1.0,0.0,27.28,1,0.7465
S-30256,2025-03-07,4.0,11.0,68.35,45.0,36.0,1.0,4.0,4.0,2.0,15.0,4.0,5.0,0.9462,6.0,0.0,28.71,1,0.7493
S-30257,2025-10-11,5.0,9.0,83.19,28.0,5.0,4.0,1.0,3.0,3.0,6.0,6.0,0.0,0.2693,3.0,0.0,34.94,1,0.8131
S-30258,2026-04-15,3.0,4.0,26.83,21.0,29.0,0.0,3.0,6.0,1.0,11.0,2.0,1.0,0.7441,4.0,0.0,11.27,1,0.732
S-30259,2025-10-27,5.0,7.0,125.84,38.0,31.0,2.0,0.0,9.0,0.0,7.0,3.0,1.0,0.4961,7.0,1.0,52.85,1,0.937
S-30260,2025-09-25,0.0,0.0,35.43,14.0,32.0,0.0,3.0,6.0,2.0,16.0,8.0,3.0,0.3933,5.0,1.0,14.88,0,0.6341
S-30261,2026-02-18,1.0,2.0,111.82,18.0,28.0,6.0,3.0,0.0,0.0,11.0,12.0,4.0,0.8113,2.0,0.0,46.96,1,0.7858
S-30262,2025-02-27,0.0,3.0,120.47,36.0,10.0,3.0,3.0,0.0,0.0,15.0,4.0,0.0,0.3858,7.0,0.0,50.6,1,0.3058
S-30263,2026-04-08,3.0,10.0,93.14,12.0,32.0,1.0,1.0,5.0,3.0,16.0,9.0,4.0,0.4182,6.0,0.0,39.12,1,0.9047
S-30264,2026-05-07,0.0,7.0,139.37,36.0,0.0,2.0,1.0,3.0,3.0,3.0,4.0,0.0,0.7634,4.0,1.0,58.53,0,0.1947
S-30265,2026-03-31,2.0,2.0,98.28,8.0,3.0,4.0,4.0,8.0,1.0,14.0,5.0,1.0,0.2303,4.0,1.0,41.28,1,0.779
S-30266,2025-07-13,1.0,7.0,129.76,12.0,20.0,5.0,3.0,7.0,3.0,16.0,3.0,1.0,0.7277,3.0,0.0,54.5,1,0.8797
S-30267,2025-04-03,1.0,3.0,110.41,2.0,12.0,3.0,4.0,8.0,3.0,6.0,8.0,4.0,0.4643,3.0,1.0,46.37,0,0.6593
S-30268,2026-02-04,4.0,9.0,122.08,51.0,22.0,5.0,4.0,0.0,0.0,16.0,5.0,2.0,0.5332,7.0,1.0,51.27,0,0.7474
S-30269,2025-01-06,0.0,0.0,69.2,35.0,28.0,6.0,3.0,1.0,2.0,9.0,5.0,4.0,0.4302,7.0,1.0,29.06,0,0.6283
S-30270,2025-03-27,3.0,9.0,95.45,6.0,2.0,0.0,4.0,7.0,1.0,3.0,0.0,5.0,0.7888,6.0,1.0,40.09,0,0.4305
S-30271,2025-11-27,5.0,7.0,63.16,33.0,11.0,4.0,1.0,8.0,1.0,14.0,0.0,5.0,0.6727,3.0,0.0,26.53,1,0.9349
S-30272,2025-07-31,5.0,11.0,103.83,21.0,19.0,2.0,2.0,4.0,2.0,13.0,13.0,0.0,0.4982,2.0,1.0,43.61,1,0.8771
S-30273,2026-04-06,3.0,7.0,23.29,38.0,0.0,3.0,2.0,1.0,1.0,19.0,10.0,2.0,0.1442,4.0,0.0,9.78,1,0.589
S-30274,2025-05-19,5.0,8.0,51.55,16.0,13.0,4.0,2.0,9.0,0.0,1.0,4.0,2.0,0.028,6.0,1.0,21.65,1,0.908
S-30275,2026-03-28,4.0,4.0,132.85,37.0,12.0,5.0,2.0,3.0,0.0,15.0,11.0,0.0,0.2229,3.0,1.0,55.8,0,0.8551
S-30276,2025-11-20,4.0,5.0,111.66,10.0,34.0,7.0,2.0,2.0,2.0,19.0,9.0,1.0,0.3188,1.0,1.0,46.9,1,0.9822
S-30277,2025-08-04,5.0,5.0,68.0,41.0,23.0,7.0,1.0,6.0,1.0,10.0,12.0,1.0,0.4843,2.0,1.0,28.56,1,0.9646
S-30278,2026-01-27,3.0,9.0,33.78,35.0,19.0,5.0,2.0,0.0,3.0,9.0,1.0,5.0,0.8422,1.0,0.0,14.19,1,0.7379
S-30279,2025-11-12,1.0,2.0,83.4,37.0,23.0,3.0,2.0,5.0,0.0,8.0,8.0,0.0,0.3112,6.0,0.0,35.03,1,0.6047
S-30280,2025-08-04,4.0,5.0,132.08,3.0,32.0,4.0,2.0,4.0,0.0,16.0,8.0,2.0,0.1616,1.0,1.0,55.47,1,0.9653
S-30281,2026-04-21,5.0,12.0,97.22,11.0,38.0,2.0,0.0,9.0,1.0,10.0,9.0,5.0,0.7672,4.0,0.0,40.83,1,0.9789
S-30282,2026-03-29,2.0,9.0,30.04,44.0,7.0,7.0,2.0,5.0,3.0,2.0,12.0,2.0,0.2945,1.0,1.0,12.61,1,0.6726
S-30283,2025-05-20,2.0,2.0,68.65,7.0,20.0,7.0,3.0,8.0,2.0,16.0,2.0,1.0,0.3037,1.0,1.0,28.83,1,0.9587
S-30284,2026-04-27,2.0,6.0,54.75,54.0,22.0,6.0,3.0,3.0,2.0,2.0,14.0,2.0,0.2918,7.0,1.0,23.0,1,0.5818
S-30285,2025-12-21,2.0,3.0,35.95,38.0,29.0,5.0,4.0,3.0,2.0,7.0,10.0,3.0,0.2278,1.0,1.0,15.1,1,0.6921
S-30286,2025-04-22,1.0,5.0,131.6,10.0,6.0,3.0,2.0,9.0,2.0,18.0,3.0,0.0,0.5343,4.0,1.0,55.27,1,0.8176
S-30287,2026-01-27,5.0,12.0,111.96,34.0,33.0,2.0,0.0,7.0,2.0,18.0,10.0,0.0,0.4098,1.0,1.0,47.02,1,0.9644
S-30288,2026-05-03,2.0,5.0,121.37,6.0,24.0,1.0,3.0,1.0,2.0,8.0,0.0,5.0,0.6849,0.0,0.0,50.98,1,0.5818
S-30289,2026-04-13,1.0,7.0,80.34,41.0,12.0,1.0,2.0,8.0,0.0,17.0,4.0,0.0,0.938,4.0,1.0,33.74,1,0.556
S-30290,2025-02-20,3.0,8.0,58.77,29.0,19.0,1.0,4.0,2.0,3.0,10.0,7.0,1.0,0.7886,1.0,0.0,24.68,0,0.4813
S-30291,2025-03-01,5.0,9.0,107.98,14.0,20.0,5.0,4.0,2.0,0.0,18.0,8.0,0.0,0.5785,7.0,1.0,45.35,1,0.9334
S-30292,2026-02-08,1.0,2.0,130.33,19.0,31.0,7.0,2.0,4.0,0.0,16.0,4.0,4.0,0.0844,1.0,1.0,54.74,1,0.9355
S-30293,2025-02-28,0.0,2.0,105.77,14.0,2.0,1.0,2.0,1.0,2.0,10.0,14.0,0.0,0.7353,3.0,0.0,44.42,1,0.2479
S-30294,2025-09-26,4.0,10.0,62.53,10.0,22.0,1.0,2.0,8.0,1.0,15.0,3.0,5.0,0.7609,5.0,0.0,26.26,1,0.9113
S-30295,2025-10-13,3.0,6.0,66.06,50.0,28.0,0.0,3.0,8.0,2.0,3.0,8.0,2.0,0.2234,0.0,0.0,27.75,0,0.5
S-30296,2025-11-29,2.0,7.0,111.15,41.0,13.0,2.0,0.0,1.0,3.0,5.0,1.0,5.0,0.54,2.0,0.0,46.68,0,0.444
S-30297,2025-09-09,3.0,3.0,133.14,3.0,29.0,5.0,1.0,5.0,2.0,3.0,11.0,3.0,0.0533,4.0,1.0,55.92,1,0.9367
S-30298,2025-02-23,5.0,10.0,137.53,21.0,5.0,0.0,4.0,4.0,2.0,3.0,0.0,1.0,0.2408,0.0,0.0,57.76,0,0.4514
S-30299,2025-12-27,1.0,4.0,61.46,30.0,21.0,5.0,4.0,3.0,2.0,10.0,8.0,3.0,0.4089,6.0,1.0,25.81,1,0.6271
S-30300,2025-04-04,2.0,6.0,79.07,34.0,16.0,4.0,3.0,6.0,1.0,14.0,13.0,1.0,0.314,3.0,0.0,33.21,1,0.7521
S-30301,2025-08-28,3.0,5.0,25.49,40.0,24.0,3.0,4.0,9.0,2.0,17.0,5.0,5.0,0.7961,4.0,1.0,10.71,1,0.8416
S-30302,2026-05-25,2.0,2.0,49.76,41.0,30.0,5.0,1.0,6.0,0.0,5.0,9.0,5.0,0.3376,2.0,0.0,20.9,0,0.8422
S-30303,2026-01-13,5.0,5.0,128.76,28.0,28.0,1.0,2.0,1.0,2.0,19.0,8.0,1.0,0.2558,4.0,0.0,54.08,1,0.8665
S-30304,2025-01-31,0.0,6.0,30.41,44.0,13.0,1.0,4.0,9.0,3.0,4.0,8.0,4.0,0.4127,6.0,1.0,12.77,1,0.221
S-30305,2025-01-03,2.0,3.0,74.67,50.0,37.0,6.0,1.0,4.0,0.0,15.0,12.0,3.0,0.6298,4.0,0.0,31.36,1,0.9145
S-30306,2025-01-22,4.0,5.0,33.24,29.0,17.0,6.0,1.0,4.0,2.0,1.0,7.0,5.0,0.7183,2.0,0.0,13.96,1,0.876
S-30307,2025-03-13,0.0,6.0,86.38,49.0,17.0,4.0,2.0,4.0,1.0,18.0,3.0,0.0,0.4588,7.0,0.0,36.28,0,0.5732
S-30308,2026-02-24,4.0,9.0,106.86,47.0,0.0,1.0,0.0,6.0,1.0,6.0,5.0,2.0,0.1922,7.0,0.0,44.88,0,0.5461
S-30309,2025-11-26,2.0,8.0,52.99,24.0,38.0,5.0,1.0,2.0,2.0,7.0,14.0,0.0,0.2733,3.0,0.0,22.26,0,0.887
S-30310,2026-01-12,2.0,5.0,127.53,40.0,32.0,1.0,3.0,2.0,1.0,5.0,11.0,3.0,0.4476,4.0,1.0,53.56,0,0.4354
S-30311,2025-04-25,0.0,2.0,77.66,51.0,21.0,7.0,3.0,1.0,2.0,18.0,9.0,0.0,0.5085,0.0,1.0,32.62,0,0.6604
S-30312,2025-01-01,1.0,8.0,104.76,3.0,11.0,4.0,3.0,5.0,3.0,8.0,1.0,5.0,0.7456,1.0,0.0,44.0,1,0.7016
S-30313,2025-08-07,3.0,9.0,56.28,23.0,17.0,6.0,4.0,5.0,1.0,13.0,0.0,4.0,0.5968,5.0,0.0,23.64,1,0.8738
S-30314,2026-04-19,0.0,0.0,85.78,15.0,23.0,7.0,0.0,0.0,2.0,7.0,7.0,2.0,0.3955,4.0,1.0,36.03,1,0.8213
S-30315,2025-03-05,4.0,10.0,68.57,40.0,17.0,5.0,0.0,2.0,3.0,10.0,11.0,1.0,0.7733,0.0,1.0,28.8,1,0.8721
S-30316,2025-01-04,3.0,4.0,81.01,57.0,10.0,2.0,0.0,0.0,1.0,5.0,9.0,3.0,0.2755,1.0,0.0,34.02,0,0.374
S-30317,2025-02-23,0.0,6.0,60.16,41.0,25.0,1.0,3.0,7.0,0.0,18.0,10.0,1.0,0.9591,1.0,1.0,25.27,1,0.5287
S-30318,2025-11-28,4.0,5.0,118.16,49.0,8.0,7.0,4.0,9.0,1.0,7.0,7.0,0.0,0.1552,3.0,1.0,49.63,1,0.8422
S-30319,2025-07-22,4.0,4.0,83.68,28.0,36.0,1.0,3.0,5.0,1.0,11.0,8.0,2.0,0.4515,3.0,1.0,35.15,1,0.8348
S-30320,2026-02-26,1.0,6.0,31.95,34.0,36.0,7.0,0.0,4.0,2.0,15.0,12.0,3.0,0.7827,4.0,1.0,13.42,1,0.9468
S-30321,2026-05-24,4.0,6.0,45.02,42.0,36.0,4.0,2.0,5.0,3.0,12.0,0.0,1.0,0.3661,6.0,1.0,18.91,1,0.9161
S-30322,2025-01-04,0.0,5.0,138.13,24.0,15.0,5.0,2.0,3.0,0.0,14.0,5.0,1.0,0.4562,6.0,1.0,58.01,1,0.6814
S-30323,2025-12-20,2.0,7.0,20.22,52.0,27.0,5.0,3.0,6.0,1.0,3.0,12.0,1.0,0.7438,1.0,0.0,8.49,0,0.6726
S-30324,2026-05-27,3.0,4.0,106.99,0.0,5.0,5.0,1.0,4.0,1.0,10.0,0.0,4.0,0.0514,4.0,1.0,44.94,1,0.8919
S-30325,2026-02-14,0.0,2.0,43.26,42.0,4.0,4.0,2.0,1.0,0.0,16.0,0.0,2.0,0.2751,2.0,1.0,18.17,1,0.3705
S-30326,2025-05-02,3.0,9.0,86.93,27.0,31.0,2.0,2.0,1.0,3.0,1.0,13.0,0.0,0.7589,7.0,1.0,36.51,0,0.626
S-30327,2025-04-14,1.0,5.0,82.76,59.0,31.0,5.0,3.0,5.0,3.0,19.0,7.0,0.0,0.6778,0.0,0.0,34.76,1,0.7676
